,Category,Code,,Case,Text,Coder,Date,Words,% Words,Comment,Variable
,respuestas,ayuda damnificados,, INUNDACIONES EN TODO EL PAÍS_21_05_03,"El miedo surge en la medida de que las lluvias no parecen parar, la ropa seca y los alimentos se hacen necesarios para los evacuados que han perdido todas sus pertenencias. El Sistema Nacional de Emergencia se encuentra tr a b a j a n d o  s i n parar para poder solucionar la situació n  d e  c a d a  z o n a  a f e c tada.",Admin,6/9/2020,72,"3,60%",,DOCUMENT
,Actores,Ejército,, INUNDACIONES EN TODO EL PAÍS_21_05_03,"El miedo surge en la medida de que las lluvias no parecen parar, la ropa seca y los alimentos se hacen necesarios para los evacuados que han perdido todas sus pertenencias. El Sistema Nacional de Emergencia se encuentra tr a b a j a n d o  s i n parar para poder solucionar la situació n  d e  c a d a  z o n a  a f e c tada.",Admin,6/9/2020,72,"3,60%",,DOCUMENT
,efectos,inundación,, INUNDACIONES EN TODO EL PAÍS_21_05_03,"El miedo surge en la medida de que las lluvias no parecen parar, la ropa seca y los alimentos se hacen necesarios para los evacuados que han perdido todas sus pertenencias. El Sistema Nacional de Emergencia se encuentra tr a b a j a n d o  s i n parar para poder solucionar la situació n  d e  c a d a  z o n a  a f e c tada.",Admin,6/9/2020,72,"3,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, INUNDACIONES EN TODO EL PAÍS_21_05_03,"El miedo surge en la medida de que las lluvias no parecen parar, la ropa seca y los alimentos se hacen necesarios para los evacuados que han perdido todas sus pertenencias. El Sistema Nacional de Emergencia se encuentra tr a b a j a n d o  s i n parar para poder solucionar la situació n  d e  c a d a  z o n a  a f e c tada.",Admin,6/9/2020,72,"3,60%",,DOCUMENT
,efectos,evacuados,, INUNDACIONES,? https://www .montevideo.com.uy/Noticias/INUNDACIONES-uc3638 1 / 1,Admin,6/9/2020,10,"1,50%",,DOCUMENT
,efectos,inundación,, INUNDACIONES,? https://www .montevideo.com.uy/Noticias/INUNDACIONES-uc3638 1 / 1,Admin,6/9/2020,10,"1,50%",,DOCUMENT
,eventos meteorológicos,viento,, LA TORMENTA DE AYER PROVOCÓ DAÑOS Y APAGONES EN TODO EL SUR DEL PAÍS,"La tormenta que con diferentes niveles de intensidad afectó  a  t o d o  e l  s u r  d e l  p a ís provocó  u n  c o r t o c i r c u i t o  e n  d o s  l íneas de alta  t e n s i ón de 500 kw que transmiten energí a  d e s d e  l a  r e p r e s a  d e  P a l m a r ,  a  r a íz de la caí d a  d e  u n  r a y o ,  l o  q u e  p r o v o c ó un apagó n  d e  t o d o  e l  s u r  d e l  p a ís, afecta n d o  a  5 0 0  m i l  h o g a r e s  e n  l o s departamentos de Colonia, San José ,  C a n e l o n e s ,  Montevideo, Ma l d o n a d o  y  R o c h a",Admin,6/9/2020,186,"7,60%",,DOCUMENT
,efectos,voladura de techos,, LA TORMENTA DE AYER PROVOCÓ DAÑOS Y APAGONES EN TODO EL SUR DEL PAÍS,"La tormenta que con diferentes niveles de intensidad afectó  a  t o d o  e l  s u r  d e l  p a ís provocó  u n  c o r t o c i r c u i t o  e n  d o s  l íneas de alta  t e n s i ón de 500 kw que transmiten energí a  d e s d e  l a  r e p r e s a  d e  P a l m a r ,  a  r a íz de la caí d a  d e  u n  r a y o ,  l o  q u e  p r o v o c ó un apagó n  d e  t o d o  e l  s u r  d e l  p a ís, afecta n d o  a  5 0 0  m i l  h o g a r e s  e n  l o s departamentos de Colonia, San José ,  C a n e l o n e s ,  Montevideo, Ma l d o n a d o  y  R o c h a .",Admin,6/9/2020,186,"7,60%",,DOCUMENT
,efectos,árboles caídos,, LA TORMENTA DE AYER PROVOCÓ DAÑOS Y APAGONES EN TODO EL SUR DEL PAÍS,"La tormenta que con diferentes niveles de intensidad afectó  a  t o d o  e l  s u r  d e l  p a ís provocó  u n  c o r t o c i r c u i t o  e n  d o s  l íneas de alta  t e n s i ón de 500 kw que transmiten energí a  d e s d e  l a  r e p r e s a  d e  P a l m a r ,  a  r a íz de la caí d a  d e  u n  r a y o ,  l o  q u e  p r o v o c ó un apagó n  d e  t o d o  e l  s u r  d e l  p a ís, afecta n d o  a  5 0 0  m i l  h o g a r e s  e n  l o s departamentos de Colonia, San José ,  C a n e l o n e s ,  Montevideo, Ma l d o n a d o  y  R o c h a .",Admin,6/9/2020,186,"7,60%",,DOCUMENT
,eventos meteorológicos,tormenta,, LA TORMENTA DE AYER PROVOCÓ DAÑOS Y APAGONES EN TODO EL SUR DEL PAÍS,"La tormenta que con diferentes niveles de intensidad afectó  a  t o d o  e l  s u r  d e l  p a ís provocó  u n  c o r t o c i r c u i t o  e n  d o s  l íneas de alta  t e n s i ón de 500 kw que transmiten energí a  d e s d e  l a  r e p r e s a  d e  P a l m a r ,  a  r a íz de la caí d a  d e  u n  r a y o ,  l o  q u e  p r o v o c ó un apagó n  d e  t o d o  e l  s u r  d e l  p a ís, afecta n d o  a  5 0 0  m i l  h o g a r e s  e n  l o s departamentos de Colonia, San José ,  C a n e l o n e s ,  Montevideo, Ma l d o n a d o  y  R o c h a .",Admin,6/9/2020,186,"7,60%",,DOCUMENT
,Actores,Intendencia,," SE REGISTRÓ UN TOTAL DE 1212 EVACUADOS POR LAS LLUVIAS, EN TODO EL PAÍS_22_05_03","SE REGISTRÓ UN TOTAL DE 1212 EVACUADOS  P OR LAS LLUVIAS, EN TOD O EL PAÍ S",Admin,6/9/2020,17,"1,30%",,DOCUMENT
,efectos,rutas cortadas,," SE REGISTRÓ UN TOTAL DE 1212 EVACUADOS POR LAS LLUVIAS, EN TODO EL PAÍS_22_05_03","SE REGISTRÓ UN TOTAL DE 1212 EVACUADOS  P OR LAS LLUVIAS, EN TOD O EL PAÍ S",Admin,6/9/2020,17,"1,30%",,DOCUMENT
,efectos,evacuados,," SE REGISTRÓ UN TOTAL DE 1212 EVACUADOS POR LAS LLUVIAS, EN TODO EL PAÍS_22_05_03","SE REGISTRÓ UN TOTAL DE 1212 EVACUADOS  P OR LAS LLUVIAS, EN TOD O EL PAÍ S",Admin,6/9/2020,17,"1,30%",,DOCUMENT
,eventos meteorológicos,lluvia,," SE REGISTRÓ UN TOTAL DE 1212 EVACUADOS POR LAS LLUVIAS, EN TODO EL PAÍS_22_05_03","SE REGISTRÓ UN TOTAL DE 1212 EVACUADOS  P OR LAS LLUVIAS, EN TOD O EL PAÍ S",Admin,6/9/2020,17,"1,30%",,DOCUMENT
,efectos,rutas cortadas,," SE REGISTRÓ UN TOTAL DE 1212 EVACUADOS POR LAS LLUVIAS, EN TODO EL PAÍS_22_05_03","En Guichó n ,  l a  r u t a  4  e s t á cortada a la altu r a  d e l  r ío Queguay y en Durazno la ruta 6 está  c o r t a d a  a  l a  a l t u r a  d e l  k i l ómetro 200. En Rocha, la crecida del rí o  C e b o l l a t í no permite el paso en ruta 14 y tambié n  e s t á cortada la ruta 16 en el kiló m e t r o  3 .",Admin,6/9/2020,100,"7,80%",,DOCUMENT
,Actores,Intendencia,, SE VIENE EL INVIERNO,La explicació n  c i e n t í?ca del fenó m e n o  s e  d e b e  a  q u e  p o r  e l  t e r r i t o r i o  u r u g u a y o esta circulando un sistema de alta presió n  d e  trayectoria continental con vientos suaves cuyas caracterí s t i c a s  s o n  b u e n  t i e m p o  y  d e s c e n s o s  d e  l a  t e m p e r a t u r a  e n  l a noche,Admin,6/9/2020,115,"11,10%",,DOCUMENT
,eventos meteorológicos,ola de frío,, SE VIENE EL INVIERNO,La explicació n  c i e n t í?ca del fenó m e n o  s e  d e b e  a  q u e  p o r  e l  t e r r i t o r i o  u r u g u a y o esta circulando un sistema de alta presió n  d e  trayectoria continental con vientos suaves cuyas caracterí s t i c a s  s o n  b u e n  t i e m p o  y  d e s c e n s o s  d e  l a  t e m p e r a t u r a  e n  l a noche.,Admin,6/9/2020,115,"11,10%",,DOCUMENT
,eventos meteorológicos,viento,, SE VIENE EL INVIERNO,La explicació n  c i e n t í?ca del fenó m e n o  s e  d e b e  a  q u e  p o r  e l  t e r r i t o r i o  u r u g u a y o esta circulando un sistema de alta presió n  d e  trayectoria continental con vientos suaves cuyas caracterí s t i c a s  s o n  b u e n  t i e m p o  y  d e s c e n s o s  d e  l a  t e m p e r a t u r a  e n  l a noche.,Admin,6/9/2020,115,"11,10%",,DOCUMENT
,eventos meteorológicos,tormenta,, SE VIENE LA TORMENTA DEL VERANO_17_01_03,"E l   ú l t i m o   b o l e t í n   de   l a   D i r e c c i ó n   N a c i o n a l   d e   M e t e o r o l o g í a   i n d i c a   q u e   e l tiempo se presentó  c a l u r o s o  c o n  c i e l o  a l g o  n u b o s o  y  n u b o s o .  C o n tormentas y lluvias aislada s .  L a  s i t u a c i ón sinó p t i c a  m u e s t r a  u n  b o r d e occide n t a l  de sistema de  a l t a  p r e s i ón que cubre al paí s ,  m i e n t r a s  u n  f r e n t e f r í o   s e   a p r o x i m a   p o r   e l   S W .   T o da v í a   n o   s e   d e s c a r t a n   l a s   t o r m e n t a s   y   h a s t a se habla de  g r a n i z a das.",Admin,6/9/2020,242,"19,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, SE VIENE LA TORMENTA DEL VERANO_17_01_03,"E l   ú l t i m o   b o l e t í n   de   l a   D i r e c c i ó n   N a c i o n a l   d e   M e t e o r o l o g í a   i n d i c a   q u e   e l tiempo se presentó  c a l u r o s o  c o n  c i e l o  a l g o  n u b o s o  y  n u b o s o .  C o n tormentas y lluvias aislada s .  L a  s i t u a c i ón sinó p t i c a  m u e s t r a  u n  b o r d e occide n t a l  de sistema de  a l t a  p r e s i ón que cubre al paí s ,  m i e n t r a s  u n  f r e n t e f r í o   s e   a p r o x i m a   p o r   e l   S W .   T o da v í a   n o   s e   d e s c a r t a n   l a s   t o r m e n t a s   y   h a s t a se habla de  g r a n i z a das.",Admin,6/9/2020,242,"19,60%",,DOCUMENT
,eventos meteorológicos,viento,, SE VIENE LA TORMENTA DEL VERANO_17_01_03,Vientos: Del sector Sur moderados y algo fuertes. Rachas fuertes en zonas de tormentas.,Admin,6/9/2020,14,"1,10%",,DOCUMENT
