,Category,Code,,Case,Text,Coder,Date,Words,% Words,Comment,Variable
,eventos meteorológicos,lluvia,, Evacuados por tormenta_96877,?Evacuados por tormenta,Admin,1/6/2020,3,"0,80%",,DOCUMENT
,efectos,inundación,, Evacuados por tormenta_96903,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país,Admin,1/6/2020,15,"5,40%",,DOCUMENT
,efectos,evacuados,, Evacuados por tormenta_96903,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 4,Admin,1/6/2020,16,"5,70%",,DOCUMENT
,eventos meteorológicos,tormenta,, Evacuados por tormenta_96903,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 4,Admin,1/6/2020,16,"5,70%",,DOCUMENT
,efectos,inundación,, Hay 1000 evacuados más en 9 horas_97487,?Hay 1000 evacuados más en 9 hora,Admin,1/6/2020,7,"1,90%",,DOCUMENT
,eventos meteorológicos,lluvia,, Hay 1000 evacuados más en 9 horas_97487,?Hay 1000 evacuados más en 9 horas,Admin,1/6/2020,7,"1,90%",,DOCUMENT
,efectos,evacuados,, Hay 1000 evacuados más en 9 horas_97487,?Hay 1000 evacuados más en 9 horas,Admin,1/6/2020,7,"1,90%",,DOCUMENT
,efectos,evacuados,, Hay 1000 evacuados más en 9 horas_97487,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país,Admin,1/6/2020,15,"4,00%",,DOCUMENT
,eventos meteorológicos,viento,, Hay 1000 evacuados más en 9 horas_97487,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país,Admin,1/6/2020,15,"4,00%",,DOCUMENT
,eventos meteorológicos,lluvia,, Hay 1000 evacuados más en 9 horas_97487,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,30%",,DOCUMENT
,efectos,inundación,, Hay 1000 evacuados más en 9 horas_97487,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,30%",,DOCUMENT
,Actores,Intendencia,, Intendente Pintos hizo balance de inundaciones_98310,?Intendente Pintos hizo balance de inundacio,Admin,1/6/2020,6,"1,70%",,DOCUMENT
,respuestas,ayuda damnificados,, Intendente Pintos hizo balance de inundaciones_98310,?Intendente Pintos hizo balance de inundacion,Admin,1/6/2020,6,"1,70%",,DOCUMENT
,respuestas,ayuda damnificados,, Intendente Pintos hizo balance de inundaciones_98310,?Intendente Pintos hizo balance de inundacione,Admin,1/6/2020,6,"1,70%",,DOCUMENT
,efectos,inundación,, Intendente Pintos hizo balance de inundaciones_98310,?Intendente Pintos hizo balance de inundaciones,Admin,1/6/2020,6,"1,70%",,DOCUMENT
,efectos,evacuados,, Intendente Pintos hizo balance de inundaciones_98310,?Intendente Pintos hizo balance de inundaciones,Admin,1/6/2020,6,"1,70%",,DOCUMENT
,respuestas,ayuda damnificados,, Intendente Pintos hizo balance de inundaciones_98310,Hay 7793 evacuados en todo el pa,Admin,1/6/2020,7,"2,00%",,DOCUMENT
,Actores,Intendencia,, Intendente Pintos hizo balance de inundaciones_98310,Hay 7793 evacuados en todo el paí,Admin,1/6/2020,7,"2,00%",,DOCUMENT
,efectos,evacuados,, Intendente Pintos hizo balance de inundaciones_98310,Hay 7793 evacuados en todo el país,Admin,1/6/2020,7,"2,00%",,DOCUMENT
,efectos,inundación,, Intendente Pintos hizo balance de inundaciones_98310,Hay 7793 evacuados en todo el país,Admin,1/6/2020,7,"2,00%",,DOCUMENT
,respuestas,ayuda damnificados,, Intendente Pintos hizo balance de inundaciones_98310,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país,Admin,1/6/2020,15,"4,30%",,DOCUMENT
,Actores,Intendencia,, Intendente Pintos hizo balance de inundaciones_98310,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,60%",,DOCUMENT
,efectos,inundación,, Intendente Pintos hizo balance de inundaciones_98310,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, Julio Pintos pidió 3.000.000 de dólares para daños,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,30%",,DOCUMENT
,eventos meteorológicos,viento,, Julio Pintos pidió 3.000.000 de dólares para daños,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,30%",,DOCUMENT
,Actores,Intendencia,, Julio Pintos pidió 3.000.000 de dólares para daños,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país,Admin,1/6/2020,15,"4,00%",,DOCUMENT
,respuestas,soluciones ciudad,, Julio Pintos pidió 3.000.000 de dólares para daños,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país,Admin,1/6/2020,15,"4,00%",,DOCUMENT
,efectos,inundación,, Julio Pintos pidió 3.000.000 de dólares para daños,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,30%",,DOCUMENT
,respuestas,soluciones ciudad,, Julio Pintos pidió 3.000.000 de dólares para daños,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,30%",,DOCUMENT
,eventos meteorológicos,viento,, Meteorología_ buen tiempo para los próximos días_98160,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"5,30%",,DOCUMENT
,eventos meteorológicos,lluvia,, Nivel de riesgo meteorológico Amarillo_97850,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"5,00%",,DOCUMENT
,eventos meteorológicos,viento,, Nivel de riesgo meteorológico Amarillo_97850,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"5,00%",,DOCUMENT
,eventos meteorológicos,viento,," No se va, el invierno no se va - Chasque",LLUVIAS Y VIENTOS,Admin,1/6/2020,3,"1,10%",,DOCUMENT
,eventos meteorológicos,lluvia,," No se va, el invierno no se va - Chasque",LLUVIAS Y VIENTOS,Admin,1/6/2020,3,"1,10%",,DOCUMENT
,eventos meteorológicos,ola de frío,," No se va, el invierno no se va - Chasque","AdemÃ¡s, se anunciÃ³ descenso de temperatura en la zona sur, con cielo nuboso y cubierto con precipitaciones dispersas y algunas tormentas en frontera noreste principalmente.",Admin,1/6/2020,26,"9,10%",,DOCUMENT
,eventos meteorológicos,tormenta,," No se va, el invierno no se va - Chasque","AdemÃ¡s, se anunciÃ³ descenso de temperatura en la zona sur, con cielo nuboso y cubierto con precipitaciones dispersas y algunas tormentas en frontera noreste principalmente.",Admin,1/6/2020,26,"9,10%",,DOCUMENT
,eventos meteorológicos,ola de frío,," No se va, el invierno no se va - Chasque","El martes estarÃ¡ muy frÃo a fresco con cielo algo nuboso, perÃodos de claro y heladas agrometeorolÃ³gicas. Este dÃa hay que tener especial cuidado con el frÃo, ya que se prevÃ© una mÃnima de 5 grados con sensaciones tÃ©rmicas que pueden ser menores, ya que los vientos serÃ¡n moderados y algo fuertes.",Admin,1/6/2020,55,"19,30%",,DOCUMENT
,Actores,SINAE,, Nuevo refugio_ brigadas recorren calles_88044,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país,Admin,1/6/2020,15,"4,00%",,DOCUMENT
,respuestas,ayuda damnificados,, Nuevo refugio_ brigadas recorren calles_88044,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 4,Admin,1/6/2020,16,"4,30%",,DOCUMENT
,eventos meteorológicos,ola de frío,, Nuevo refugio_ brigadas recorren calles_88044,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 4,Admin,1/6/2020,16,"4,30%",,DOCUMENT
,eventos meteorológicos,lluvia,, Nuevos evacuados en Paysandú_99430,?Nuevos evacuados en Paysand,Admin,1/6/2020,4,"1,20%",,DOCUMENT
,efectos,evacuados,, Nuevos evacuados en Paysandú_99430,?Nuevos evacuados en Paysandú,Admin,1/6/2020,4,"1,20%",,DOCUMENT
,efectos,inundación,, Nuevos evacuados en Paysandú_99430,?Nuevos evacuados en Paysandú,Admin,1/6/2020,4,"1,20%",,DOCUMENT
,efectos,inundación,, Paysandú_ 30 familias aisladas por inundación_97188,?Paysandú: 30 familias aisladas por inundación,Admin,1/6/2020,6,"1,70%",,DOCUMENT
,eventos meteorológicos,lluvia,, Paysandú_ 30 familias aisladas por inundación_97188,?Paysandú: 30 familias aisladas por inundación,Admin,1/6/2020,6,"1,70%",,DOCUMENT
,efectos,inundación,, Paysandú_ 30 familias aisladas por inundación_97188,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, Paysandú_ 30 familias aisladas por inundación_97188,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,60%",,DOCUMENT
,efectos,evacuados,, Paysandú_ 3500 evacuados por inundaciones_97925,?Paysandú: 3500 evacuados por inundaciones,Admin,1/6/2020,5,"1,40%",,DOCUMENT
,efectos,inundación,, Paysandú_ 3500 evacuados por inundaciones_97925,?Paysandú: 3500 evacuados por inundaciones,Admin,1/6/2020,5,"1,40%",,DOCUMENT
,eventos meteorológicos,lluvia,, Paysandú_ 3500 evacuados por inundaciones_97925,?Paysandú: 3500 evacuados por inundaciones,Admin,1/6/2020,5,"1,40%",,DOCUMENT
,efectos,evacuados,, Paysandú_ 3500 evacuados por inundaciones_97925,?Paysandú: 3500 evacuados por inundacione,Admin,1/6/2020,5,"1,40%",,DOCUMENT
,efectos,inundación,, Paysandú_ 3500 evacuados por inundaciones_97925,?Paysandú: 3500 evacuados por inundaciones,Admin,1/6/2020,5,"1,40%",,DOCUMENT
,eventos meteorológicos,lluvia,, Paysandú_ 3500 evacuados por inundaciones_97925,?Paysandú: 3500 evacuados por inundaciones,Admin,1/6/2020,5,"1,40%",,DOCUMENT
,efectos,evacuados,, Paysandú_ 3500 evacuados por inundaciones_97925,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país,Admin,1/6/2020,15,"4,20%",,DOCUMENT
,eventos meteorológicos,lluvia,, Paysandú_ 3500 evacuados por inundaciones_97925,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,50%",,DOCUMENT
,efectos,inundación,, Paysandú_ 3500 evacuados por inundaciones_97925,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,50%",,DOCUMENT
,Actores,ONG,, PIT CNT coordina envío de ayuda a damnificados_97280,?PIT CNT coordina envío de ayuda a damnificado,Admin,1/6/2020,8,"2,00%",,DOCUMENT
,respuestas,ayuda damnificados,, PIT CNT coordina envío de ayuda a damnificados_97280,?PIT CNT coordina envío de ayuda a damnificados,Admin,1/6/2020,8,"2,00%",,DOCUMENT
,efectos,evacuados,, PIT CNT coordina envío de ayuda a damnificados_97280,?PIT CNT coordina envío de ayuda a damnificados,Admin,1/6/2020,8,"2,00%",,DOCUMENT
,efectos,inundación,, PIT CNT coordina envío de ayuda a damnificados_97280,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país,Admin,1/6/2020,15,"3,80%",,DOCUMENT
,Actores,SINAE,, PIT CNT coordina envío de ayuda a damnificados_97280,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país,Admin,1/6/2020,15,"3,80%",,DOCUMENT
,respuestas,ayuda damnificados,, PIT CNT coordina envío de ayuda a damnificados_97280,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,10%",,DOCUMENT
,efectos,evacuados,, PIT CNT coordina envío de ayuda a damnificados_97280,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"4,10%",,DOCUMENT
,efectos,inundación,, Podrían llegar a 5000 evacuados en Artigas_97263,?Podrían llegar a 5000 evacuados en Artiga,Admin,1/6/2020,7,"1,70%",,DOCUMENT
,eventos meteorológicos,lluvia,, Podrían llegar a 5000 evacuados en Artigas_97263,?Podrían llegar a 5000 evacuados en Artigas,Admin,1/6/2020,7,"1,70%",,DOCUMENT
,efectos,evacuados,, Podrían llegar a 5000 evacuados en Artigas_97263,?Podrían llegar a 5000 evacuados en Artigas,Admin,1/6/2020,7,"1,70%",,DOCUMENT
,efectos,evacuados,, Podrían llegar a 5000 evacuados en Artigas_97263,Paysandú: 30 familias aisladas por inundació,Admin,1/6/2020,6,"1,40%",,DOCUMENT
,eventos meteorológicos,lluvia,, Podrían llegar a 5000 evacuados en Artigas_97263,Paysandú: 30 familias aisladas por inundación,Admin,1/6/2020,6,"1,40%",,DOCUMENT
,efectos,inundación,, Podrían llegar a 5000 evacuados en Artigas_97263,Paysandú: 30 familias aisladas por inundación,Admin,1/6/2020,6,"1,40%",,DOCUMENT
,efectos,evacuados,, Podrían llegar a 5000 evacuados en Artigas_97263,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país,Admin,1/6/2020,15,"3,50%",,DOCUMENT
,eventos meteorológicos,lluvia,, Podrían llegar a 5000 evacuados en Artigas_97263,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"3,80%",,DOCUMENT
,efectos,inundación,, Podrían llegar a 5000 evacuados en Artigas_97263,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"3,80%",,DOCUMENT
,eventos meteorológicos,tormenta,, Pronostican _probabilidad de tormentas aisladas_98699,"?Pronostican ""probabilidad de tormentas aisladas""",Admin,1/6/2020,5,"1,80%",,DOCUMENT
,eventos meteorológicos,tormenta,, Pronostican _probabilidad de tormentas aisladas_98699,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 5,Admin,1/6/2020,16,"5,70%",,DOCUMENT
,eventos meteorológicos,lluvia,, Pronóstico para el fin de semana_88108,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 4,Admin,1/6/2020,16,"4,60%",,DOCUMENT
,eventos meteorológicos,viento,, Pronóstico para el fin de semana_88108,Inumet emitió una alerta amarilla por vientos fuertes y persistentes en el sur del país 4,Admin,1/6/2020,16,"4,60%",,DOCUMENT
,efectos,inundación,, Salto_ el Río Uruguay en 15.66 metros,Turbonada del domingo,Admin,1/6/2020,3,"0,80%",,DOCUMENT
,eventos meteorológicos,viento,, Salto_ el Río Uruguay en 15.66 metros,Turbonada del domingo,Admin,1/6/2020,3,"0,80%",,DOCUMENT
,efectos,inundación,, Salto_ el Río Uruguay en 15.66 metros_97748,Turbonada del domingo,Admin,1/6/2020,3,"0,80%",,DOCUMENT
,eventos meteorológicos,viento,, Salto_ el Río Uruguay en 15.66 metros_97748,Turbonada del domingo,Admin,1/6/2020,3,"0,80%",,DOCUMENT
,Actores,ONG,, Show en beneficio a damnificados por inundaciones_98964,?Show en beneficio a damnificados por inundacione,Admin,1/6/2020,7,"2,20%",,DOCUMENT
,respuestas,ayuda damnificados,, Show en beneficio a damnificados por inundaciones_98964,?Show en beneficio a damnificados por inundaciones,Admin,1/6/2020,7,"2,20%",,DOCUMENT
,efectos,evacuados,, Show en beneficio a damnificados por inundaciones_98964,?Show en beneficio a damnificados por inundaciones,Admin,1/6/2020,7,"2,20%",,DOCUMENT
,eventos meteorológicos,tormenta,, Siguen las tormentas_97823,?Siguen las tormentas,Admin,1/6/2020,3,"1,10%",,DOCUMENT
,eventos meteorológicos,lluvia,, Sin lluvias el sábado y probable precipitaciones el domingo_98007,?Sin lluvias el sábado y probable precipitaciones el domingo,Admin,1/6/2020,9,"2,80%",,DOCUMENT
,Actores,SINAE,, Vázquez analiza tema inundaciones_98084,?Vázquez analiza tema inundacione,Admin,1/6/2020,4,"1,20%",,DOCUMENT
,respuestas,soluciones ciudad,, Vázquez analiza tema inundaciones_98084,?Vázquez analiza tema inundaciones,Admin,1/6/2020,4,"1,20%",,DOCUMENT
,efectos,inundación,, Vázquez analiza tema inundaciones_98084,?Vázquez analiza tema inundaciones,Admin,1/6/2020,4,"1,20%",,DOCUMENT
