,Category,Code,,Case,Text,Coder,Date,Words,% Words,Comment,Variable
,efectos,inundación,, Lluvias_ decenas de evacuados en Durazno,?Lluvias: decenas de evacuados en Durazn,Admin,13/5/2020,6,"1,90%",,DOCUMENT
,eventos meteorológicos,lluvia,, Lluvias_ decenas de evacuados en Durazno,?Lluvias: decenas de evacuados en Durazno,Admin,13/5/2020,6,"1,90%",,DOCUMENT
,efectos,evacuados,, Lluvias_ decenas de evacuados en Durazno,?Lluvias: decenas de evacuados en Durazno,Admin,13/5/2020,6,"1,90%",,DOCUMENT
,eventos meteorológicos,lluvia,, Meteorología_ lluvias para el domingo,?Meteorología: lluvias para el domingo,Admin,13/5/2020,5,"1,70%",,DOCUMENT
,eventos meteorológicos,lluvia,, Paysandú_ evacuados por inundaciones,?Paysandú: evacuados por inundacione,Admin,13/5/2020,4,"1,40%",,DOCUMENT
,efectos,evacuados,, Paysandú_ evacuados por inundaciones,?Paysandú: evacuados por inundaciones,Admin,13/5/2020,4,"1,40%",,DOCUMENT
,efectos,inundación,, Paysandú_ evacuados por inundaciones,?Paysandú: evacuados por inundaciones,Admin,13/5/2020,4,"1,40%",,DOCUMENT
,efectos,rutas cortadas,, Rutas cortadas en trece puntos y más de 1200 evacuados,?Rutas cortadas en trece puntos y más de 1200 evacuad,Admin,13/5/2020,10,"3,20%",,DOCUMENT
,efectos,inundación,, Rutas cortadas en trece puntos y más de 1200 evacuados,?Rutas cortadas en trece puntos y más de 1200 evacuado,Admin,13/5/2020,10,"3,20%",,DOCUMENT
,efectos,evacuados,, Rutas cortadas en trece puntos y más de 1200 evacuados,?Rutas cortadas en trece puntos y más de 1200 evacuados,Admin,13/5/2020,10,"3,20%",,DOCUMENT
,eventos meteorológicos,lluvia,, Rutas cortadas en trece puntos y más de 1200 evacuados,?Rutas cortadas en trece puntos y más de 1200 evacuados,Admin,13/5/2020,10,"3,20%",,DOCUMENT
,eventos meteorológicos,lluvia,, Semana de lluvias,?Semana de lluvias,Admin,13/5/2020,3,"1,00%",,DOCUMENT
