,Category,Code,,Case,Text,Coder,Date,Words,% Words,Comment,Variable
,eventos meteorológicos,lluvia,," Río Uruguay sigue creciendo en Artigas, Salto y Paysandú","Los departamentos de Artigas, Salto y Paysandú mantienen más de 60 desplazados por la cr ecida del Río Uruguay, tr as las intensas lluvias de los últimos días.",Admin,23/07/2020,28,"6,00%",,DOCUMENT
,efectos,evacuados,," Río Uruguay sigue creciendo en Artigas, Salto y Paysandú","En Bella Unión, en tanto, los desplazados son 20: once por decisión pr opia y 9 e vacuados por las autoridades. El río super ó los 7,26 metr os, sobr epasando la cota de seguridad estimada en 6,5 metr os.",Admin,23/07/2020,42,"9,00%",,DOCUMENT
,eventos meteorológicos,tormenta,," Río Uruguay sigue creciendo en Artigas, Salto y Paysandú","Dur ante todo el viernes rigió una advertencia nar anja par a gr an parte del país por tormentas fuertes. A partir de las 20:30, el nivel de riesgo fue nar anja par a Artigas, Salto, River a, T acuar embó y Cerr o Lar go y amarillo par a Paysandú, Dur azno,",Admin,23/07/2020,54,"11,50%",,DOCUMENT
,efectos,inundación,," Río Uruguay sigue creciendo en Artigas, Salto y Paysandú",Artigas   Evacuados   Inundaciones   Paysandú   Río Uruguay   SINAE   Salto   Sistema Nacional de Emer gencia,Admin,23/07/2020,13,"2,80%",,DOCUMENT
,Actores,SINAE,," Río Uruguay sigue creciendo en Artigas, Salto y Paysandú","El Río Uruguay “mantiene su ritmo de cr ecimiento” y ya super ó la cota de seguridad en Artigas, Salto y Paysandú, dejando un saldo de más de 60 desplazados. El SINAE coor dina acciones par a e vacuar las viviendas antes de que el agua las afecte, de acuer do al pr otocolo.",Admin,23/07/2020,54,"11,50%",,DOCUMENT
,eventos meteorológicos,lluvia,, Temperaturas en ascenso y precipitaciones,"Este domingo la temper atur a ir á en ascenso y llegar á a 35º en la capital, anuncian tormentas se ver as y lluvias dispersas",Admin,24/07/2020,26,"6,90%",,DOCUMENT
,eventos meteorológicos,tormenta,, Temperaturas en ascenso y precipitaciones,"Este domingo la temper atur a ir á en ascenso y llegar á a 35º en la capital, anuncian tormentas se ver as y lluvias dispersas.",Admin,24/07/2020,26,"6,90%",,DOCUMENT
,eventos meteorológicos,ola de calor,, Temperaturas en ascenso y precipitaciones,"Este domingo la temper atur a ir á en ascenso y llegar á a 35º en la capital, anuncian tormentas se ver as y lluvias dispersas.",Admin,24/07/2020,26,"6,90%",,DOCUMENT
,eventos meteorológicos,ola de calor,, UTE registró este lunes pico de consumo de energía,La ola de calor r egistr ada en los últimos días pr o vocó que este lunes se dier a un pico de consumo de ener gía eléctrica en los hogar es uruguayos.,Admin,23/07/2020,33,"8,80%",,DOCUMENT
,Actores,UTE,, UTE registró este lunes pico de consumo de energía,"En el mar co de esas acciones, UTE instaló dos gener ador es de 8 MW en Río Br anco y T r einta y T r es par a atender especialmente la demanda ener gética de la zona nor deste del país, como consecuencia ""de la demanda arr ocer a y la e xperiencia del año pasado dur ante la ola de calor"". Uno de los gener ador es se pondr á en funcionamiento ""en estos días"".",Admin,23/07/2020,78,"20,90%",,DOCUMENT
