,Category,Code,,Case,Text,Coder,Date,Words,% Words,Comment,Variable
,eventos meteorológicos,lluvia,, Advertencia de Nivel Amarillo para 12 departamentos por vientos fuertes y persistentes,"Amarillo por persistencia de tormentas y lluvias, que estar á vigente hasta las 23:15 del jue ves.",Admin,16/6/2020,18,"1,80%",,DOCUMENT
,eventos meteorológicos,tormenta,, Advertencia meteorológica de distintos niveles para buena parte del país por tormentas fuertes,? https://www .montevideo.com.uy/Noticias/Advertencia-meteorologica-de-distintos-niveles-para-buena-parte-del-pais-por-tormentas-fuertes-uc693 … 1 / 12,Admin,16/6/2020,22,"1,90%",,DOCUMENT
,eventos meteorológicos,lluvia,, Advertencia meteorológica de distintos niveles para buena parte del país por tormentas fuertes,"Debido a una perturbación atmosférica asociada a masa de air e húmeda e inestable que afecta el país, pueden gener arse tormentas, algunas puntualmente fuertes. En zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,56,"4,80%",,DOCUMENT
,eventos meteorológicos,viento,, Advertencia meteorológica de distintos niveles para buena parte del país por tormentas fuertes,"Debido a una perturbación atmosférica asociada a masa de air e húmeda e inestable que afecta el país, pueden gener arse tormentas, algunas puntualmente fuertes. En zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,56,"4,80%",,DOCUMENT
,eventos meteorológicos,tormenta,, Advertencia naranja para 12 departamentos del país,"La situación se debe a que una perturbación atmosférica asociada a masa de air e húmeda e inestable, gener ando pr ecipitaciones y tormentas fuertes algunas puntualmente se ver as.",Admin,16/6/2020,30,"2,80%",,DOCUMENT
,eventos meteorológicos,viento,, Advertencia naranja para 12 departamentos del país,"En zonas de tormentas se podr án r egistr ar caída de gr anizo, intensa actividad eléctrica y r achas de viento muy fuertes.",Admin,16/6/2020,24,"2,30%",,DOCUMENT
,eventos meteorológicos,tormenta,, Advertencia naranja para el suroeste por tormentas y amarilla para varios departamentos,? https://www .montevideo.com.uy/Noticias/Advertencia-naranja-para-el-suroeste-por-tormentas-y-amarilla-para-varios-departamentos-uc696124 1 / 1 1,Admin,16/6/2020,22,"1,90%",,DOCUMENT
,eventos meteorológicos,lluvia,, Advertencia naranja para el suroeste por tormentas y amarilla para varios departamentos,"Se esper an tormentas puntualmente fuertes con lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,27,"2,40%",,DOCUMENT
,eventos meteorológicos,viento,, Advertencia naranja para el suroeste por tormentas y amarilla para varios departamentos,"Se esper an tormentas puntualmente fuertes con lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,27,"2,40%",,DOCUMENT
,eventos meteorológicos,tormenta,, Advertencia naranja se restringe a tres departamentos del norte del país,"El Instituto Nacional de Meteor ología r edujo la advertencia nar anja a tr es departamentos del norte, por tormentas y vientos fuertes.",Admin,16/6/2020,23,"2,40%",,DOCUMENT
,eventos meteorológicos,tormenta,, Advertencia por tormentas fuertes y precipitaciones intensas para el fin de semana,? https://www .montevideo.com.uy/Noticias/Advertencia-por-tormentas-fuertes-y-precipitaciones-intensas-para-el-fin-de-semana-uc696008 1 / 12,Admin,16/6/2020,21,"1,20%",,DOCUMENT
,eventos meteorológicos,lluvia,, Advertencia por tormentas fuertes y precipitaciones intensas para el fin de semana,Inumet pr e vé que el tiempo desmejor e el sábado de tar de y que a partir de la noche se pr oduzcan lluvias y tormentas fuertes.,Admin,16/6/2020,28,"1,60%",,DOCUMENT
,eventos meteorológicos,tormenta,, Advierten sobre tormentas fuertes y vientos “con características de temporal” para este fin de semana,? https://www .montevideo.com.uy/Noticias/Advierten-sobre-tormentas-fuertes-y-vientos-con-caracteristicas-de-temporal-para-este-fin-de-semana- … 1 / 12,Admin,16/6/2020,23,"1,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, Advierten sobre tormentas fuertes y vientos “con características de temporal” para este fin de semana,"El Inumet advierte que, por la mañana y la tar de, en el norte, se esper an lluvias y temper atur as, que r ondar án los 15 º C y 23 º C, mientr as que par a el sur se esper an los mismos fenómenos, per o por la tar de y la noche.",Admin,16/6/2020,56,"3,90%",,DOCUMENT
,respuestas,ayuda damnificados,, Advierten sobre tormentas fuertes y vientos “con características de temporal” para este fin de semana,Servicio de ayuda,Admin,16/6/2020,3,"0,20%",,DOCUMENT
,eventos meteorológicos,lluvia,, Alerta amarilla para casi todo el territorio nacional por persistencia de lluvias,? https://www .montevideo.com.uy/Noticias/Alerta-amarilla-para-casi-todo-el-territorio-nacional-por-persistencia-de-lluvias-uc692432 1 / 13,Admin,16/6/2020,21,"1,60%",,DOCUMENT
,eventos meteorológicos,tormenta,, Alerta amarilla para casi todo el territorio nacional por persistencia de lluvias,El Inumet advirtió que en algunas zonas de tormentas se puede r egistr ar caída de gr anizo e intensa actividad eléctrica.,Admin,16/6/2020,22,"1,70%",,DOCUMENT
,eventos meteorológicos,tormenta,, Alerta amarilla para el suroeste del país por lluvias y tormentas,? https://www .montevideo.com.uy/Noticias/Alerta-amarilla-para-el-suroeste-del-pais-por-lluvias-y-tormentas-uc701265 1 / 1 1 S E   PO N E   N E G R O   C O M O   L A   N O C H E,Admin,16/6/2020,42,"4,80%",,DOCUMENT
,eventos meteorológicos,lluvia,, Alerta amarilla para el suroeste del país por lluvias y tormentas,? https://www .montevideo.com.uy/Noticias/Alerta-amarilla-para-el-suroeste-del-pais-por-lluvias-y-tormentas-uc701265 1 / 1 1 S E   PO N E   N E G R O   C O M O   L A   N O C H E,Admin,16/6/2020,42,"4,80%",,DOCUMENT
,eventos meteorológicos,viento,, Alerta amarilla para el suroeste del país por lluvias y tormentas,"En las zonas de tormentas se podr án r egistr ar lluvias intensas en cortos periodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuerte.",Admin,16/6/2020,32,"3,70%",,DOCUMENT
,eventos meteorológicos,tormenta,, Alerta amarilla por tormentas y lluvias intensas al noroeste,? https://www .montevideo.com.uy/Noticias/Alerta-amarilla-por-tormentas-y-lluvias-intensas-al-noroeste-uc702041 1 / 1 1,Admin,16/6/2020,19,"2,30%",,DOCUMENT
,eventos meteorológicos,lluvia,, Alerta amarilla por tormentas y lluvias intensas al noroeste,? https://www .montevideo.com.uy/Noticias/Alerta-amarilla-por-tormentas-y-lluvias-intensas-al-noroeste-uc702041 1 / 1 1,Admin,16/6/2020,19,"2,30%",,DOCUMENT
,eventos meteorológicos,viento,, Alerta amarilla por tormentas y lluvias intensas al noroeste,"Se esper an tormentas algunas puntualmente fuertes y lluvias intensas en cortos períodos de tiempo, con ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,30,"3,70%",,DOCUMENT
,eventos meteorológicos,lluvia,, Alerta amarilla se reduce a franja costera de Maldonado y Rocha,Meteor ología actualizó su advertencia amarilla por lluvias intensas en cortos períodos y r achas de vientos fuertes de hasta 60 kilómetr os por hor a.,Admin,16/6/2020,26,"3,20%",,DOCUMENT
,eventos meteorológicos,viento,, Alerta naranja para sureste y este del país por “vientos fuertes”,ESTE FUERTE VIENTO QUE SOPLA,Admin,16/6/2020,5,"0,50%",,DOCUMENT
,eventos meteorológicos,tormenta,, Alerta naranja por tormentas y lluvias en el suroeste del país,? https://www .montevideo.com.uy/Noticias/Alerta-naranja-por-tormentas-y-lluvias-en-el-suroeste-del-pais-uc704705 1 / 12,Admin,16/6/2020,20,"1,40%",,DOCUMENT
,eventos meteorológicos,lluvia,, Alerta naranja por tormentas y lluvias en el suroeste del país,? https://www .montevideo.com.uy/Noticias/Alerta-naranja-por-tormentas-y-lluvias-en-el-suroeste-del-pais-uc704705 1 / 12,Admin,16/6/2020,20,"1,40%",,DOCUMENT
,eventos meteorológicos,viento,, Alerta naranja por tormentas y lluvias en el suroeste del país,"Según informa el Instituto uruguayo de Meteor ología (Inumet), una masa de air e húmeda e inestable afecta el país, gener ando tormentas algunas puntualmente fuertes. El pr onóstico destaca que en zonas de tormentas se podr án r egistr ar lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,62,"4,40%",,DOCUMENT
,eventos meteorológicos,tormenta,, Alerta naranja se mantiene para once departamentos del norte y este,Meteor ología r edujo la advertencia nar anja por lluvias y tormentas fuertes a once departamentos del norte y el este del país.,Admin,16/6/2020,23,"1,80%",,DOCUMENT
,eventos meteorológicos,lluvia,, Alerta naranja se mantiene para once departamentos del norte y este,Meteor ología r edujo la advertencia nar anja por lluvias y tormentas fuertes a once departamentos del norte y el este del país.,Admin,16/6/2020,23,"1,80%",,DOCUMENT
,eventos meteorológicos,tormenta,, Alerta naranja_ Inumet advierte por lluvias y tormentas en nueve departamentos,? https://www .montevideo.com.uy/Noticias/Alerta-naranja-Inumet-advierte-por-lluvias-y-tormentas-en-nueve-departamentos-uc696946 1 / 1 1,Admin,16/6/2020,21,"1,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, Alerta naranja_ Inumet advierte por lluvias y tormentas en nueve departamentos,? https://www .montevideo.com.uy/Noticias/Alerta-naranja-Inumet-advierte-por-lluvias-y-tormentas-en-nueve-departamentos-uc696946 1 / 1 1,Admin,16/6/2020,21,"1,60%",,DOCUMENT
,eventos meteorológicos,tormenta,, Anuncian lluvias y tormentas para este fin de semana en todo el país,? https://www .montevideo.com.uy/Noticias/Anuncian-lluvias-y-tormentas-para-este-fin-de-semana-en-todo-el-pais-uc696603 1 / 12,Admin,16/6/2020,22,"2,10%",,DOCUMENT
,eventos meteorológicos,lluvia,, Anuncian lluvias y tormentas para este fin de semana en todo el país,? https://www .montevideo.com.uy/Noticias/Anuncian-lluvias-y-tormentas-para-este-fin-de-semana-en-todo-el-pais-uc696603 1 / 12,Admin,16/6/2020,22,"2,10%",,DOCUMENT
,eventos meteorológicos,tormenta,, Anuncian lluvias y tormentas para este fin de semana en todo el país,Tormenta en Montevideo . Foto de ar chivo: EFE,Admin,16/6/2020,8,"0,80%",,DOCUMENT
,eventos meteorológicos,tormenta,, Canelones y Cerro Largo fueron los departamentos más afectados por las tormentas,? https://www .montevideo.com.uy/Noticias/Canelones-y-Cerro-Largo-fueron-los-departamentos-mas-afectados-por-las-tormentas-uc689465 1 / 1 1,Admin,16/6/2020,22,"2,00%",,DOCUMENT
,Actores,Intendencia,, Canelones y Cerro Largo fueron los departamentos más afectados por las tormentas,El Sinae r eportó 11 e vacuados en Canelones y 8 en Cerr o Lar go. La Intendencia de Canelones r ecibió caso 200 denuncias por dr enajes inundados.,Admin,16/6/2020,29,"2,60%",,DOCUMENT
,Actores,SINAE,, Canelones y Cerro Largo fueron los departamentos más afectados por las tormentas,El Sinae r eportó 11 e vacuados en Canelones y 8 en Cerr o Lar go. La Intendencia de Canelones r ecibió caso 200 denuncias por dr enajes inundados.,Admin,16/6/2020,29,"2,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, Canelones y Cerro Largo fueron los departamentos más afectados por las tormentas,"Centr o Coor dinador de Emer gencias Departamentales de Cerr o Lar go informó que 2 adultos y 6 menor es de edad que debier on ser e vacuados de sus casas pr oducto de las lluvias. Además, el viento pr o vocó daños en el techo de una vivienda.",Admin,16/6/2020,50,"4,50%",,DOCUMENT
,eventos meteorológicos,viento,, Canelones y Cerro Largo fueron los departamentos más afectados por las tormentas,"Centr o Coor dinador de Emer gencias Departamentales de Cerr o Lar go informó que 2 adultos y 6 menor es de edad que debier on ser e vacuados de sus casas pr oducto de las lluvias. Además, el viento pr o vocó daños en el techo de una vivienda.",Admin,16/6/2020,50,"4,50%",,DOCUMENT
,efectos,inundación,, Canelones y Cerro Largo fueron los departamentos más afectados por las tormentas,"""pr oblemas de inundación vinculados al dr enaje""",Admin,16/6/2020,8,"0,70%",,DOCUMENT
,efectos,evacuados,, Cantidad de desplazados por temporal ascendió a 175,? https://www .montevideo.com.uy/Noticias/Cantidad-de-desplazados-por-temporal-ascendio-a-175-uc704894 1 / 1 1 P A S A D O S   PO R   A G U A,Admin,16/6/2020,31,"3,80%",,DOCUMENT
,efectos,evacuados,, Cantidad de desplazados por temporal ascendió a 175,Monte video es el departamento con más damnificados. UTE logr ó r establecer 50 mil servicios que habían sufrido cortes.,Admin,16/6/2020,20,"2,50%",,DOCUMENT
,eventos meteorológicos,tormenta,, Cantidad de desplazados por temporal ascendió a 175,"La cantidad de desplazados en todo el país por las tormentas ascendió a 175 en todo el país, de acuer do al último r eporte del Sistema Nacional de Emer gencias (Sinae).",Admin,16/6/2020,32,"3,90%",,DOCUMENT
,Actores,SINAE,, Cantidad de desplazados por temporal ascendió a 175,"La cantidad de desplazados en todo el país por las tormentas ascendió a 175 en todo el país, de acuer do al último r eporte del Sistema Nacional de Emer gencias (Sinae).",Admin,16/6/2020,32,"3,90%",,DOCUMENT
,efectos,rutas cortadas,, Cantidad de desplazados por temporal ascendió a 175,"Hasta la tar de del viernes tr es rutas nacionales permanecían cortadas: la 14, la 21 y la 61, afectando a los departamentos de Colonia y Soriano.",Admin,16/6/2020,27,"3,30%",,DOCUMENT
,eventos meteorológicos,tormenta,, Continúa advertencia meteorológica para buena parte del país por tormentas y lluvias,? https://www .montevideo.com.uy/Noticias/Continua-advertencia-meteorologica-para-buena-parte-del-pais-por-tormentas-y-lluvias-uc704461 1 / 12,Admin,16/6/2020,21,"1,50%",,DOCUMENT
,eventos meteorológicos,lluvia,, Continúa advertencia meteorológica para buena parte del país por tormentas y lluvias,? https://www .montevideo.com.uy/Noticias/Continua-advertencia-meteorologica-para-buena-parte-del-pais-por-tormentas-y-lluvias-uc704461 1 / 12,Admin,16/6/2020,21,"1,50%",,DOCUMENT
,eventos meteorológicos,tormenta,, Continúa advertencia meteorológica para buena parte del país por tormentas y lluvias,"Des pu és   del   h u r a c á n   qu e  a z o t ó   M o n t e vi deo   en   s et i embr e  de  2 0 0 5 ,   l o s   met eo r ó l o go s   n o   s e  r ec u per a r o n .   C a r ga n   c o n   en o r mes s en t i mi en t o s   de  c u l pa   po r qu e  n o   pu di er o n   pr o n o s t i c a r l o .   N u n c a   s e  h a bí a   vi s t o   a l go   i gu a l ,   y   a   pa r t i r   de  a h í   empi e z a   t o do   es t o   de  l a s naranjas, qu e de va r i o s  M i l es, só l o  u n a  s a l e tormenta",Admin,16/6/2020,179,"13,00%",,DOCUMENT
,eventos meteorológicos,tormenta,, Continúan las advertencias de Inumet_ alerta amarilla para el noreste del país,El riesgo de tormentas fuertes se disipa y ahor a hay advertencia amarilla par a siete departamentos.,Admin,16/6/2020,17,"2,00%",,DOCUMENT
,eventos meteorológicos,lluvia,, Continúan las advertencias de Inumet_ alerta amarilla para el noreste del país,"Par a las zonas que están en advertencia por tormentas (que tiene vigencia hasta las 15:20 hor as), el aviso es que pueden r egistr arse lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,47,"5,60%",,DOCUMENT
,eventos meteorológicos,viento,, Continúan las advertencias de Inumet_ alerta amarilla para el noreste del país,"Par a las zonas que están en advertencia por tormentas (que tiene vigencia hasta las 15:20 hor as), el aviso es que pueden r egistr arse lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes.",Admin,16/6/2020,47,"5,60%",,DOCUMENT
,Actores,Ejército,, Crece el caudal del Río Yaguarón en Cerro Largo y el Ejército trabaja en los traslados,? https://www .montevideo.com.uy/Noticias/Crece-el-caudal-del-Rio-Y aguaron-en-Cerro-Largo-y-el-Ejercito-trabaja-en-los-traslados-uc693845 1 / 1 1,Admin,16/6/2020,27,"3,10%",,DOCUMENT
,efectos,inundación,, Crece el caudal del Río Yaguarón en Cerro Largo y el Ejército trabaja en los traslados,Efectivos del Ejér cito están tr abajando en conjunto con la división de Cerr o Lar go ante las inundaciones en la fr onter a con Br asil.,Admin,16/6/2020,28,"3,20%",,DOCUMENT
,eventos meteorológicos,tormenta,," Disminuye el territorio bajo alerta naranja_ abarca a Artigas, Rivera y Salto","En definitiva, están bajo alerta nar anja por tormentas y lluvias las siguientes localidades:",Admin,16/6/2020,14,"1,50%",,DOCUMENT
,eventos meteorológicos,lluvia,," Disminuye el territorio bajo alerta naranja_ abarca a Artigas, Rivera y Salto","En definitiva, están bajo alerta nar anja por tormentas y lluvias las siguientes localidades:",Admin,16/6/2020,14,"1,50%",,DOCUMENT
,eventos meteorológicos,tormenta,," El Año Nuevo llega con lluvias, tormentas y altas temperaturas",? https://www .montevideo.com.uy/Noticias/El-Ano-Nuevo-llega-con-lluvias-tormentas-y-altas-temperaturas-uc706182 1 / 12,Admin,16/6/2020,19,"1,50%",,DOCUMENT
,eventos meteorológicos,lluvia,," El Año Nuevo llega con lluvias, tormentas y altas temperaturas",? https://www .montevideo.com.uy/Noticias/El-Ano-Nuevo-llega-con-lluvias-tormentas-y-altas-temperaturas-uc706182 1 / 12,Admin,16/6/2020,19,"1,50%",,DOCUMENT
