,Category,Code,,Case,Text,Coder,Date,Words,% Words,Comment,Variable
,eventos meteorológicos,lluvia,, PRONOSTICAN LLUVIAS Y FRÍO_61059,?PRONOSTICAN LLUVIAS Y FRÍO,Admin,6/6/2020,4,"1,10%",,DOCUMENT
,eventos meteorológicos,ola de frío,, PRONOSTICAN LLUVIAS Y FRÍO_61059,?PRONOSTICAN LLUVIAS Y FRÍO,Admin,6/6/2020,4,"1,10%",,DOCUMENT
,respuestas,ayuda damnificados,, Recomendaciones ante la ola de calor_73059,?Recomendaciones ante la ola de calor,Admin,6/6/2020,6,"1,50%",,DOCUMENT
,eventos meteorológicos,ola de calor,, Recomendaciones ante la ola de calor_73059,?Recomendaciones ante la ola de calor,Admin,6/6/2020,6,"1,50%",,DOCUMENT
,eventos meteorológicos,tormenta,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,?SE ANUNCIAN LLUVIAS Y TORMENTAS,Admin,6/6/2020,5,"1,50%",,DOCUMENT
,eventos meteorológicos,lluvia,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,?SE ANUNCIAN LLUVIAS Y TORMENTAS,Admin,6/6/2020,5,"1,50%",,DOCUMENT
,eventos meteorológicos,tormenta,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,?SE ANUNCIAN LLUVIAS Y TORMENTAS,Admin,6/6/2020,5,"1,50%",,DOCUMENT
,eventos meteorológicos,lluvia,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,?SE ANUNCIAN LLUVIAS Y TORMENTAS,Admin,6/6/2020,5,"1,50%",,DOCUMENT
,respuestas,ayuda damnificados,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva f",Admin,6/6/2020,20,"6,10%",,DOCUMENT
,efectos,evacuados,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fa",Admin,6/6/2020,20,"6,10%",,DOCUMENT
,efectos,inundación,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fas",Admin,6/6/2020,20,"6,10%",,DOCUMENT
,eventos meteorológicos,lluvia,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase",Admin,6/6/2020,20,"6,10%",,DOCUMENT
,eventos meteorológicos,tormenta,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase",Admin,6/6/2020,20,"6,10%",,DOCUMENT
,respuestas,ayuda damnificados,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva f",Admin,6/6/2020,20,"6,10%",,DOCUMENT
,efectos,evacuados,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fa",Admin,6/6/2020,20,"6,10%",,DOCUMENT
,efectos,inundación,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fas",Admin,6/6/2020,20,"6,10%",,DOCUMENT
,eventos meteorológicos,lluvia,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase",Admin,6/6/2020,20,"6,10%",,DOCUMENT
,eventos meteorológicos,tormenta,, SE ANUNCIAN LLUVIAS Y TORMENTAS_57336,"SE ANUNCIAN LLUVIAS Y TORMENTAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase",Admin,6/6/2020,20,"6,10%",,DOCUMENT
,eventos meteorológicos,tormenta,, SE ANUNCIAN TORMENTAS Y PRECIPITACIONES_57731,?SE ANUNCIAN TORMENTAS Y PRECIPITACIONES,Admin,6/6/2020,5,"1,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, SE ANUNCIAN TORMENTAS Y PRECIPITACIONES_57731,?SE ANUNCIAN TORMENTAS Y PRECIPITACIONES,Admin,6/6/2020,5,"1,60%",,DOCUMENT
,eventos meteorológicos,lluvia,, SEGUIRÁN LAS LLUVIAS_58263,?SEGUIRÁN LAS LLUVIAS,Admin,6/6/2020,3,"0,80%",,DOCUMENT
,respuestas,ayuda damnificados,, SEGUIRÁN LAS LLUVIAS_58263,"SEGUIRÁN LAS LLUVIAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fa",Admin,6/6/2020,18,"4,90%",,DOCUMENT
,efectos,evacuados,, SEGUIRÁN LAS LLUVIAS_58263,"SEGUIRÁN LAS LLUVIAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fas",Admin,6/6/2020,18,"4,90%",,DOCUMENT
,efectos,inundación,, SEGUIRÁN LAS LLUVIAS_58263,"SEGUIRÁN LAS LLUVIAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase",Admin,6/6/2020,18,"4,90%",,DOCUMENT
,eventos meteorológicos,lluvia,, SEGUIRÁN LAS LLUVIAS_58263,"SEGUIRÁN LAS LLUVIAS 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase",Admin,6/6/2020,18,"4,90%",,DOCUMENT
,eventos meteorológicos,tormenta,, TORMENTAS PARA EL FIN DE SEMANA_60169,?TORMENTAS PARA EL FIN DE SEMANA,Admin,6/6/2020,6,"1,50%",,DOCUMENT
,eventos meteorológicos,tormenta,, Tormentas para hoy_69462,?Tormentas para hoy,Admin,6/6/2020,3,"1,00%",,DOCUMENT
,eventos meteorológicos,lluvia,, TORMENTAS Y PRECIPITACIONES PARA HOY_56815,?TORMENTAS Y PRECIPITACIONES PARA HOY,Admin,6/6/2020,5,"1,30%",,DOCUMENT
,eventos meteorológicos,tormenta,, TORMENTAS Y PRECIPITACIONES PARA HOY_56815,?TORMENTAS Y PRECIPITACIONES PARA HOY,Admin,6/6/2020,5,"1,30%",,DOCUMENT
,respuestas,ayuda damnificados,, TORMENTAS Y PRECIPITACIONES PARA HOY_56815,"TORMENTAS Y PRECIPITACIONES PARA HOY 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fa",Admin,6/6/2020,20,"5,30%",,DOCUMENT
,efectos,evacuados,, TORMENTAS Y PRECIPITACIONES PARA HOY_56815,"TORMENTAS Y PRECIPITACIONES PARA HOY 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fas",Admin,6/6/2020,20,"5,30%",,DOCUMENT
,efectos,inundación,, TORMENTAS Y PRECIPITACIONES PARA HOY_56815,"TORMENTAS Y PRECIPITACIONES PARA HOY 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase",Admin,6/6/2020,20,"5,30%",,DOCUMENT
,eventos meteorológicos,lluvia,, TORMENTAS Y PRECIPITACIONES PARA HOY_56815,"TORMENTAS Y PRECIPITACIONES PARA HOY 3.965 uruguayos regresaron por la operación “Todos en casa”, que inicia una nueva fase",Admin,6/6/2020,20,"5,30%",,DOCUMENT
