,CATEGORIA,CODIGO,TEXTO
191,eventos meteorológicos,tormenta,Inumet actualizó las alertas por tormentas y pr ecipitaciones y e xpandió el ár ea que está bajo advertencia de color nar anja.
192,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Inumet-extendio-a-todo-el-litoral-la-alerta-naranja-por-tormentas-uc695704 1 / 13
193,eventos meteorológicos,tormenta,"El Instituto Nacional de Meteor ología e xtendió este mediodía la advertencia nar anja que ahor a afecta a todo el país, por tormentas fuertes, gr anizo y actividad eléctrica."
194,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Inumet-extendio-la-alerta-amarilla-por-tormentas-fuertes-y-lluvias-intensas-hasta-este-domingo-uc7013 … 1 / 1 1 ¿ T O D O   E S T Á   S E C O   E N   B U E N O S   A I R E S ?
195,eventos meteorológicos,tormenta,Hay 16 departamentos que están bajo advertencia amarilla por persistencia de lluvias y tormentas.
196,eventos meteorológicos,tormenta,En rea l i dad a l guien  puede t o mar en  s e r i o  l o s  pronó s t i c o s  de I n n u met ? Yo sigo a la antigu a  c o mo nos en s eñ a r o n  n u estros abu elos qu e nunca le erraba n  dedito al vi ento o si duel en los hues o s  s egu r o  h a y  l l u via y tormenta.
197,eventos meteorológicos,tormenta,"Los departamentos de Artigas, River a, Salto y T acuar embó están bajo advertencia por persistencia de tormentas y lluvias."
198,eventos meteorológicos,tormenta,"Entr e este jue ves y el viernes se esper an lluvias y tormentas en todo el país, que se ir án desplazando desde el litor al sur oeste hacia el nor este del país. Par a el sábado, aun se esper an lluvias per o escasas, principalmente al sur del río Negr o."
199,eventos meteorológicos,tormenta,"Pronostica pa r a  mañ a n a  y  el fi n  de s ema n a .  A y er había da do aler t a  a marilla pa r a  el norte u r u guayo mi entras la CNN pr o n o s t i c ó pa r a  el sur de Brasil, Urugu a y  y  h a s t a  el pa r a guay fu ertes  l l u vias, tormenta y vi entos mu y  fuer t es, algo  que s egún es c u c h o  en las noticias, al men o s   en   n u es t r o   pa í s   a c er t ó   mi en t r a s   n u e va men t e  el   I n u met   qu edó   . . ."
200,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Inumet-pronostico-lluvias-y-tormentas-fuertes-para-el-fin-de-semana-uc696688 1 / 7
201,eventos meteorológicos,tormenta,Día de tormenta en Montevideo . Foto: Mahuel Lino/ Montevideo Portal (Ar chivo)
202,eventos meteorológicos,tormenta,"Se pr e vén lluvias y tormentas fuertes par a los departamentos de Cerr o Lar go, Dur azno, Florida, River a,"
203,eventos meteorológicos,tormenta,"El servicio meteor ológico alertó a la población por tormentas fuertes y lluvias intensas hasta, por lo menos, las 9:45 hor as de este domingo."
204,eventos meteorológicos,tormenta,"Algunas localidades, principalmente al sur del Río Negr o, aún continúan con advertencias por lluvias y tormentas."
205,eventos meteorológicos,tormenta,"De esta forma, los departamentos que tienen localidades bajo riesgo de tormentas y pr ecipitaciones, algunas fuertes, son"
206,eventos meteorológicos,tormenta,"El Inumet pr onosticó que las lluvias y las tormentas se  continuar án gener ando sobr e el sur y el litor al oeste -y se ir án desplazando hacia el norte y el este del país-, donde persistir án hasta la tar de del lunes."
207,eventos meteorológicos,tormenta,"Los mismos fenómenos (tormenta eléctrica y posible caída de gr anizo) se dar án en otr as localidades, per o en menor intensidad. Estos fuer on señalados bajo la Alerta amarilla:"
208,eventos meteorológicos,tormenta,LA TORMENTA PERFECTA
209,eventos meteorológicos,tormenta,"El Instituto Uruguayo de Meteor ología (Inumet) amplió las zonas del país compr endidas bajo advertencia de nivel nar anja por tormentas y lluvias, incluyendo también a"
210,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Meteorologia-advierte-por-la-persistencia-de-lluvias-y-tormentas-fuertes-uc704778 1 / 12
211,eventos meteorológicos,tormenta,"El Instituto Uruguayo de Meteor ología advirtió que, a partir de la tar de del sábado y hasta el domingo, se esper a el desplazamiento de un fr ente frío con actividad pr e-fr ontal desde el Sur oeste al Nor este del país, que gener ar á tormentas y lluvias de variada intensidad."
212,eventos meteorológicos,tormenta,El Instituto Nacional de Meteor ología emitió una advertencia amarilla por lluvias y tormentas puntualmente fuertes. La advertencia se actualizar á a las 8.30hs.
213,eventos meteorológicos,tormenta,"Meteor ología emitió una advertencia amarilla par a 13 departamentos, del norte, centr o y este. Se esper an lluvias intensas y tormentas puntualmente fuertes."
214,eventos meteorológicos,tormenta,"Se esper an tormentas, lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes. La advertencia rige hasta las 12. El pr onóstico par a el fin de semana."
215,eventos meteorológicos,tormenta,"El Instituto Nacional de Meteor ología pr e vé que tormentas puntualmente fuertes con lluvias intensas, posible caída de gr anizo y actividad eléctrica con r achas de viento fuertes."
216,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Meteorologia-emitio-una-advertencia-naranja-para-el-norte-del-pais-por-lluvias-y-tormentas-uc693586 1 / 1 1
217,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Meteorologia-emitio-una-advertencia-naranja-por-tormentas-uc697802 1 / 1 1
218,eventos meteorológicos,tormenta,Ta lindo  el ma pa pi n t o n  a qui en  maldo n a do ubo  mucha tormenta el ectrica
219,eventos meteorológicos,tormenta,"El Instituto Nacional de Meteor ología pr e vé tormentas, algunas puntualmente fuertes, par a Artigas, River a y Salto."
220,eventos meteorológicos,tormenta,"INUMET, a partir de la madrugada del jue ves se esper a el desarr ollo de tormentas puntualmente fuertes acompañadas de lluviosas en distintas zonas del país."
221,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Meteorologia-pronostica-precipitaciones-y-tormentas-a-partir-de-este-martes-uc704444 1 / 1 1
222,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Metsul-anuncia-tormentas-muy-severas-y-con-alto-potencial-de-danos-para-Uruguay-uc696616 1 / 12 L A   T O R M E N T A   N O   E S   S O L O   B R A S I L E Ñ A
223,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Metsul-emitio-una-alerta-por-tormentas-fuertes-uc696717 1 / 14
224,eventos meteorológicos,tormenta,Monte video y Canelones fuer on los departamentos más afectados por los vientos y tormentas que afectar on varias zonas del país entr e el sábado 29 y el domingo 30 de diciembr e.
225,eventos meteorológicos,tormenta,El Instituto Uruguayo de Meteor ología (Inumet) r edujo a advertencia de Nivel Amarillo por tormentas intensas. Las principales localidades afectadas son:
226,eventos meteorológicos,tormenta,Lluvias y tormentas con vientos fuertes y actividad eléctrica con fuerte caída de gr anizo afecta al sur del país.La advertencia está vigente hasta las 19hs. Recomendaciones del Sistema Nacional de Emer gencia 22.09.2018 17:00
227,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Rige-alerta-roja-por-tormentas-fuertes-para-el-noreste-del-pais-uc696160 1 / 1 1
228,eventos meteorológicos,tormenta,T oda la zona coster a del Río de la Plata y el océano Atlántico está bajo advertencia por lluvias y tormentas.
229,eventos meteorológicos,tormenta,"Según los pr onósticos meteor ológicos, este año no ser á la e x cepción. De acuer do al Inumet, este miér coles tendr emos temper atur a primaver al, con 23 gr ados de máxima par a el sur del país, situación que cambiar á al llegar la noche. Se esper an pr ecipitaciones y tormentas, que se mantendr án el jue ves, con vientos fuertes y máximas de 14 gr ados."
230,eventos meteorológicos,tormenta,"El origen de esta popular tormenta se r emonta a 1617. Santa Rosa es Isabel Flor es de Oliva, que nació en Lima, Perú el 30 de abril de 1586 y murió la madrugada del 24 de agosto de 1617. Fue beatificada con el nombr e de Rosa. Santa Rosa de"
231,eventos meteorológicos,tormenta,"En el ár ea metr opolitana este viernes habr á una mínima de 17 y una máxima de 22º con cielo nuboso y cubierto con pr ecipitaciones aisladas. El sábado estar á peor, con una mínima de 17 y una máxima de 20º con pr ecipitaciones y pr obables tormentas dur ante toda la jornada. Par a el domingo pueden persistir las lluvias en la mañana, manteniéndose con cielo cubierto el r esto del día. La mínima ser á de 14 y la máxima de 17."
232,eventos meteorológicos,tormenta,"Par a el Sur oeste se esper a un viernes con una mínima de 6 y una máxima de 23°, con cielo algo nuboso y nuboso. El sábado aumentar á a 14 la mínima y la máxima se ubicar á en 26°, desmejor ando hacia la tar de, con pr ecipitaciones y tormentas, que cesar án en la tar de del domingo. Par a ese día, se esper a una mínima de 7 y  una máxima de 11° en esa zona del país."
233,eventos meteorológicos,tormenta,"El incidente fue apr o ximadamente a las 5:00 de la mañana de este sábado, momento en que sobr e la capital se r egistr aba una intensa tormenta, con vientos fuertes."
234,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Sigue-advertencia-meteorologica-para-el-norte-del-pais-por-tormentas-y-lluvias-uc705028 1 / 12
235,eventos meteorológicos,tormenta,"En definitiva, hay una alerta nar anja por tormentas y lluvias fuertes y otr a de color amarillo."
236,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/T ras-la-tormenta-de-esta-madrugada-casi-60-000-usuarios-de-UTE-quedaron-sin-luz-uc706126 1 / 15
237,eventos meteorológicos,tormenta,? https://www .montevideo.com.uy/Noticias/Unos-2600-hogares-estan-sin-electricidad-debido-a-las-tormentas-uc689417 1 / 12
238,eventos meteorológicos,tormenta,El intendente de Florida Carlos Enciso debió convocar este jue ves al Comité de Emer gencia Departamental debido a los destr o zos pr o vocados por el viento y la tormenta en varias localidades del departamento.
239,eventos meteorológicos,tormenta,"""Cabe destacar que en zonas de tormentas se podrán registrar lluvias intensas en cortos períodos, ocasional caída de granizo, intensa actividad eléctrica y rachas de viento fuertes"", informó Inumet."
240,eventos meteorológicos,tormenta,"Tormentas aisladas y persistencia de lluvias, en forma intensa por periodos cortos de tiempo, con posible actividad eléctrica y rachas de viento fuertes, pronostica el Instituto Uruguayo de Meteorología para la mañana de este viernes con una alerta amarilla en siete departamentos del país."
