,CATEGORIA,CODIGO,TEXTO
51,eventos meteorológicos,lluvia,"T el: 4001684 - 4028056 / Monte video - Uruguay   Sin embar go, las lluvias volver án a todo el territorio la semana entr ante con r egistr os más importante; los datos pr eliminar es pr o yectan pr ecipitaciones de entr e 35 mm y 45mm."
52,eventos meteorológicos,lluvia,"El tiempo esta semana no pr esentar á r egistr os de lluvias en todo el país, al menos hasta el día domingo, aunque se estarían pr onosticando lluvias del or den de los 25 mm a partir del pr ó ximo lunes."
53,eventos meteorológicos,lluvia,"En Paysandú ,  l o s  vientos pasaron los 100 kiló m e tros por hora con lluvias que llegaron a los 39 mm lo que provocó  q u e  v a r i a s  l o c a l i d a d e s  s e  q u e d a r a n  s i n  l u z  y t e l é f o n o ."
54,eventos meteorológicos,lluvia,"El resto de  l a  s e m a n a  s e r á con viento, lluvias y bajas temperaturas. Para m a ñ a n a   h a y   a dv e r t e n c i a   m e t e o r o l ó g i c a ."
55,eventos meteorológicos,lluvia,"Despué s  de un par de  dí a s  v e r a n i e g o s ,  e l  c i e l o  p r o m e t e  c a e r  s o b r e  n u e s t r a s cabezas. Granizo, lluvias, vientos fuertes combinan un temporal que se q u e da r á   a l   m e n o s   u n   p a r   de   dí a s   e n   n u e s t r o   t e r r i t o r i o ."
56,eventos meteorológicos,lluvia,DESPUÉS DE LAS LLUVIAS DEL DOMINGO
57,eventos meteorológicos,lluvia,DOS CASOS FATALES POR LLUVIAS
58,eventos meteorológicos,lluvia,INUNDACIONES Y EVACUADOS
59,eventos meteorológicos,lluvia,LLUVIAS HASTA EL VIERNES
60,eventos meteorológicos,lluvia,LLUVIAS HASTA EL VIERNES
61,eventos meteorológicos,lluvia,"MÁS DE 600 EVACUADOS, PODRÍA HABER MÁS"
62,eventos meteorológicos,lluvia,YA SON MÁS DE 1100 EVACUADOS EN TODO EL PAIS
63,eventos meteorológicos,lluvia,Recibilas diariamente en tu email 70 EVACUADOS EN MONTEVIDEO Y CIUDAD DE LA COST
64,eventos meteorológicos,lluvia,INUNDACIONES Y EVACUADO
65,eventos meteorológicos,lluvia,LLUVIAS Y TORMENTAS PARA HOY
66,eventos meteorológicos,lluvia,SIGUEN LAS LLUVIAS
67,eventos meteorológicos,lluvia,ALERTA DE LLUVIAS Y GRANIZO
68,eventos meteorológicos,lluvia,LLUVIAS PARA LOS PRÓXIMOS DÍAS
69,eventos meteorológicos,lluvia,"Advertencia meteorológica: tormenta, lluvia y granizada - Noticias Urug..."
70,eventos meteorológicos,lluvia,"?EVACUADOS, ADVERTENCIAS Y RUTAS CORTADAS"
71,eventos meteorológicos,lluvia,?INUNDACIONES: 12.000 EVACUADOS
72,eventos meteorológicos,lluvia,?INUNDACIONES: 12.000 EVACUADOS
73,eventos meteorológicos,lluvia,?MÁS EVACUADOS POR INUNDACIONES
74,eventos meteorológicos,lluvia,?MÁS EVACUADOS POR INUNDACIONES
75,eventos meteorológicos,lluvia,?FRÍO Y LLUVIAS
