,Category,Code,Case,Text,Coder,Date,Words,% Words,Comment,Variable
902,eventos meteorológicos,lluvia, Consejos de Policía Caminera para retornar a la capital,"El integr ante de Caminer a advirtió que ""la mayoría de los conductor es no adaptan su forma de conducción a las condiciones del pavimento, que cambia cuando llue ve"".",Admin,23/07/2020,30,"6,90%",,DOCUMENT
903,eventos meteorológicos,ola de calor, Directora de Salud dio algunas recomendaciones por ola de calor,El Instituto Uruguayo de Meteor ología emitió una advertencia par a todo el país entr e el mediodía del domingo y el mediodía del miér coles por una intensa ola de calor que afectar á al país.,Admin,23/07/2020,37,"8,20%",,DOCUMENT
904,Actores,Mides, Mides intensifica atención en refugios. Habrá -6°,Mides,Admin,23/07/2020,1,"0,20%",,DOCUMENT
905,respuestas,soluciones ciudad, Mides intensifica atención en refugios. Habrá -6°,"Dur ante el invierno funciona un Centr o Nocturno de Contingencia, con 50 plazas e xtr a par a atender la mayor demanda r egistr ada dur ante los días de más frío. En caso de que haya advertencia de nivel nar anja, está pr e visto que todos los r efugios funcionen las 24 hor as.",Admin,24/07/2020,57,"10,30%",,DOCUMENT
906,eventos meteorológicos,ola de frío, Mides intensifica atención en refugios. Habrá -6°,"Dur ante el invierno funciona un Centr o Nocturno de Contingencia, con 50 plazas e xtr a par a atender la mayor demanda r egistr ada dur ante los días de más frío. En caso de que haya advertencia de nivel nar anja, está pr e visto que todos los r efugios funcionen las 24 hor as.",Admin,24/07/2020,57,"10,30%",,DOCUMENT
907,efectos,hipotermia, Mides intensifica atención en refugios. Habrá -6°,"Un hombr e que vivía en situación de calle en la zona de Carr asco falleció este viernes, pr esuntamente por hipotermia.",Admin,24/07/2020,22,"4,00%",,DOCUMENT
908,Actores,SINAE, Mides intensifica atención en refugios. Habrá -6°,Consejos del SINAE par a el frío,Admin,24/07/2020,7,"1,30%",,DOCUMENT
909,Actores,Intendencia, Playas en Maldonado_ bandera negra para alertar sobre rayos,RAYOS Y CENTELL,Admin,24/07/2020,3,"0,80%",,DOCUMENT
910,respuestas,soluciones ciudad, Playas en Maldonado_ bandera negra para alertar sobre rayos,RAYOS Y CENTELLA,Admin,24/07/2020,3,"0,80%",,DOCUMENT
911,eventos meteorológicos,rayos, Playas en Maldonado_ bandera negra para alertar sobre rayos,RAYOS Y CENTELLAS,Admin,24/07/2020,3,"0,80%",,DOCUMENT
912,eventos meteorológicos,lluvia," Río Uruguay sigue creciendo en Artigas, Salto y Paysandú","Los departamentos de Artigas, Salto y Paysandú mantienen más de 60 desplazados por la cr ecida del Río Uruguay, tr as las intensas lluvias de los últimos días.",Admin,23/07/2020,28,"6,00%",,DOCUMENT
913,efectos,evacuados," Río Uruguay sigue creciendo en Artigas, Salto y Paysandú","En Bella Unión, en tanto, los desplazados son 20: once por decisión pr opia y 9 e vacuados por las autoridades. El río super ó los 7,26 metr os, sobr epasando la cota de seguridad estimada en 6,5 metr os.",Admin,23/07/2020,42,"9,00%",,DOCUMENT
914,eventos meteorológicos,tormenta," Río Uruguay sigue creciendo en Artigas, Salto y Paysandú","Dur ante todo el viernes rigió una advertencia nar anja par a gr an parte del país por tormentas fuertes. A partir de las 20:30, el nivel de riesgo fue nar anja par a Artigas, Salto, River a, T acuar embó y Cerr o Lar go y amarillo par a Paysandú, Dur azno,",Admin,23/07/2020,54,"11,50%",,DOCUMENT
915,efectos,inundación," Río Uruguay sigue creciendo en Artigas, Salto y Paysandú",Artigas   Evacuados   Inundaciones   Paysandú   Río Uruguay   SINAE   Salto   Sistema Nacional de Emer gencia,Admin,23/07/2020,13,"2,80%",,DOCUMENT
916,Actores,SINAE," Río Uruguay sigue creciendo en Artigas, Salto y Paysandú","El Río Uruguay “mantiene su ritmo de cr ecimiento” y ya super ó la cota de seguridad en Artigas, Salto y Paysandú, dejando un saldo de más de 60 desplazados. El SINAE coor dina acciones par a e vacuar las viviendas antes de que el agua las afecte, de acuer do al pr otocolo.",Admin,23/07/2020,54,"11,50%",,DOCUMENT
917,eventos meteorológicos,lluvia, Temperaturas en ascenso y precipitaciones,"Este domingo la temper atur a ir á en ascenso y llegar á a 35º en la capital, anuncian tormentas se ver as y lluvias dispersas",Admin,24/07/2020,26,"6,90%",,DOCUMENT
918,eventos meteorológicos,tormenta, Temperaturas en ascenso y precipitaciones,"Este domingo la temper atur a ir á en ascenso y llegar á a 35º en la capital, anuncian tormentas se ver as y lluvias dispersas.",Admin,24/07/2020,26,"6,90%",,DOCUMENT
919,eventos meteorológicos,ola de calor, Temperaturas en ascenso y precipitaciones,"Este domingo la temper atur a ir á en ascenso y llegar á a 35º en la capital, anuncian tormentas se ver as y lluvias dispersas.",Admin,24/07/2020,26,"6,90%",,DOCUMENT
920,eventos meteorológicos,ola de calor, UTE registró este lunes pico de consumo de energía,La ola de calor r egistr ada en los últimos días pr o vocó que este lunes se dier a un pico de consumo de ener gía eléctrica en los hogar es uruguayos.,Admin,23/07/2020,33,"8,80%",,DOCUMENT
921,Actores,UTE, UTE registró este lunes pico de consumo de energía,"En el mar co de esas acciones, UTE instaló dos gener ador es de 8 MW en Río Br anco y T r einta y T r es par a atender especialmente la demanda ener gética de la zona nor deste del país, como consecuencia ""de la demanda arr ocer a y la e xperiencia del año pasado dur ante la ola de calor"". Uno de los gener ador es se pondr á en funcionamiento ""en estos días"".",Admin,23/07/2020,78,"20,90%",,DOCUMENT
922,efectos,rutas cortadas, 4.158 desplazados por inundaciones,Cinco rutas permanecen cortadas en distintos puntos.,Admin,24/07/2020,7,"2,20%",,DOCUMENT
923,Actores,SINAE, 4.158 desplazados por inundaciones,"El Sistema Nacional de Emer gencias informó que este lunes disminuyó a cuatr o el númer o de departamentos afectados por las inundaciones. Hay 4.158 desplazados en Dur azno, T r einta y T r es, T acuar embó y Soriano, y ya r egr esar on a sus casas los e vacuados de Canelones, Colonia, Maldonado y Sar andí del",Admin,24/07/2020,62,"19,70%",,DOCUMENT
924,efectos,evacuados, 4.158 desplazados por inundaciones,"El Sistema Nacional de Emer gencias informó que este lunes disminuyó a cuatr o el númer o de departamentos afectados por las inundaciones. Hay 4.158 desplazados en Dur azno, T r einta y T r es, T acuar embó y Soriano, y ya r egr esar on a sus casas los e vacuados de Canelones, Colonia, Maldonado y Sar andí del Yí",Admin,24/07/2020,63,"20,00%",,DOCUMENT
925,efectos,inundación, 4.158 desplazados por inundaciones,"El Sistema Nacional de Emer gencias informó que este lunes disminuyó a cuatr o el númer o de departamentos afectados por las inundaciones. Hay 4.158 desplazados en Dur azno, T r einta y T r es, T acuar embó y Soriano, y ya r egr esar on a sus casas los e vacuados de Canelones, Colonia, Maldonado y Sar andí del Yí.",Admin,24/07/2020,63,"20,00%",,DOCUMENT
926,eventos meteorológicos,lluvia, 4.158 desplazados por inundaciones,"El Sistema Nacional de Emer gencias informó que este lunes disminuyó a cuatr o el númer o de departamentos afectados por las inundaciones. Hay 4.158 desplazados en Dur azno, T r einta y T r es, T acuar embó y Soriano, y ya r egr esar on a sus casas los e vacuados de Canelones, Colonia, Maldonado y Sar andí del Yí.",Admin,24/07/2020,63,"20,00%",,DOCUMENT
927,efectos,corte de luz eléctrica, Dos mil hogares permanecen sin electricidad tras el temporal,"La Dir ección Nacional de Bomber os debió intervenir en 188 oportunidades en Monte video, San José y Canelones como consecuencia del tempor al que afectó al sur del país en las últimas hor as. Según informó el Sistema Nacional de  Emer gencias (SINAE), todavía quedan 2000 hogar es sin electricidad.",Admin,24/07/2020,51,"13,30%",,DOCUMENT
928,eventos meteorológicos,tormenta, Dos mil hogares permanecen sin electricidad tras el temporal,"La Dir ección Nacional de Bomber os debió intervenir en 188 oportunidades en Monte video, San José y Canelones como consecuencia del tempor al que afectó al sur del país en las últimas hor as. Según informó el Sistema Nacional de  Emer gencias (SINAE), todavía quedan 2000 hogar es sin electricidad.",Admin,24/07/2020,51,"13,30%",,DOCUMENT
929,Actores,SINAE, Dos mil hogares permanecen sin electricidad tras el temporal,"La Dir ección Nacional de Bomber os debió intervenir en 188 oportunidades en Monte video, San José y Canelones como consecuencia del tempor al que afectó al sur del país en las últimas hor as. Según informó el Sistema Nacional de  Emer gencias (SINAE), todavía quedan 2000 hogar es sin electricidad.",Admin,24/07/2020,51,"13,30%",,DOCUMENT
930,efectos,voladura de techos, Dos mil hogares permanecen sin electricidad tras el temporal,"A tr avés de un comunicado, el Sinae informó que Bomber os intervino en 151 oportunidades en Monte video: 70 por caída de árboles sobr e estructur as, 50 por caída de árboles sobr e la vía pública, 18 por caída de columnas, 6 por voladur as de techo, 4 por caída de árboles sobr e vehículos y 3 por derrumbes par ciales de estructur a.",Admin,24/07/2020,66,"17,20%",,DOCUMENT
931,efectos,árboles caídos, Dos mil hogares permanecen sin electricidad tras el temporal,"A tr avés de un comunicado, el Sinae informó que Bomber os intervino en 151 oportunidades en Monte video: 70 por caída de árboles sobr e estructur as, 50 por caída de árboles sobr e la vía pública, 18 por caída de columnas, 6 por voladur as de techo, 4 por caída de árboles sobr e vehículos y 3 por derrumbes par ciales de estructur a.",Admin,24/07/2020,66,"17,20%",,DOCUMENT
932,Actores,SINAE, Pronostican lluvias para lunes y martes. Alerta amarilla en varios departamentos,"De acuer do al último r ele vamiento divulgado por  el Sistema Nacional de Emer gencias (SINAE), asciende a 2326 el númer o de personas desplazadas en todo el territorio nacional a causa del aumento del caudal de distintos ríos y arr o yos debido a las intensas lluvias r egistr adas desde la noche del 11 de agosto.",Admin,24/07/2020,59,"11,20%",,DOCUMENT
933,eventos meteorológicos,lluvia, Pronostican lluvias para lunes y martes. Alerta amarilla en varios departamentos,"De acuer do al último r ele vamiento divulgado por  el Sistema Nacional de Emer gencias (SINAE), asciende a 2326 el númer o de personas desplazadas en todo el territorio nacional a causa del aumento del caudal de distintos ríos y arr o yos debido a las intensas lluvias r egistr adas desde la noche del 11 de agosto.",Admin,24/07/2020,59,"11,20%",,DOCUMENT
934,efectos,inundación, Pronostican lluvias para lunes y martes. Alerta amarilla en varios departamentos,"De acuer do al último r ele vamiento divulgado por  el Sistema Nacional de Emer gencias (SINAE), asciende a 2326 el númer o de personas desplazadas en todo el territorio nacional a causa del aumento del caudal de distintos ríos y arr o yos debido a las intensas lluvias r egistr adas desde la noche del 11 de agosto",Admin,24/07/2020,59,"11,20%",,DOCUMENT
935,efectos,evacuados, Pronostican lluvias para lunes y martes. Alerta amarilla en varios departamentos,"De acuer do al último r ele vamiento divulgado por  el Sistema Nacional de Emer gencias (SINAE), asciende a 2326 el númer o de personas desplazadas en todo el territorio nacional a causa del aumento del caudal de distintos ríos y arr o yos debido a las intensas lluvias r egistr adas desde la noche del 11 de agosto.",Admin,24/07/2020,59,"11,20%",,DOCUMENT
936,respuestas,ayuda damnificados, Pronostican lluvias para lunes y martes. Alerta amarilla en varios departamentos,"En efecto, las personas alojadas en alber gues r eciben atención integr al, esto es: r esguar do, pr otección, alimentación, abrigo, r ecr eación y salud. Equipos de salud r ecorr en los alber gues y r ealizan acciones de pr omoción de salud, de pr e vención de enfermedades y monitor eo epidemiológico.",Admin,24/07/2020,55,"10,40%",,DOCUMENT
937,Actores,SINAE, Sigue advertencia por lluvias y tormentas. Hay 1127 desplazados por inundaciones,"El Sistema Nacional de Emer gencias informó en la tar de del martes que el númer o de los e vacuados en todo el país subió a 1127. De ese total, 422 personas están e vacuadas y 705 autoe vacuadas.",Admin,24/07/2020,40,"7,50%",,DOCUMENT
938,Actores,Policía, Sigue advertencia por lluvias y tormentas. Hay 1127 desplazados por inundaciones,"La Dir ección Nacional de Policía informó que hay dos rutas cortadas en distintos tr amos: la Ruta 27 a la altur a del kilómetr o 5,500, en el par aje Chalet El Gato (River a), y, en Bella Unión,  la Ruta 30 en el kilómetr o 96 (Arr o yo T r es Cruces), en el kilómetr o 61 (Cañada de La Quinta), y en el kilómetr o 60 (Arr o yo Cua",Admin,24/07/2020,75,"14,00%",,DOCUMENT
939,efectos,rutas cortadas, Sigue advertencia por lluvias y tormentas. Hay 1127 desplazados por inundaciones,"La Dir ección Nacional de Policía informó que hay dos rutas cortadas en distintos tr amos: la Ruta 27 a la altur a del kilómetr o 5,500, en el par aje Chalet El Gato (River a), y, en Bella Unión,  la Ruta 30 en el kilómetr o 96 (Arr o yo T r es Cruces), en el kilómetr o 61 (Cañada de La Quinta), y en el kilómetr o 60 (Arr o yo Cuar",Admin,24/07/2020,75,"14,00%",,DOCUMENT
940,efectos,evacuados, Sigue advertencia por lluvias y tormentas. Hay 1127 desplazados por inundaciones,"La Dir ección Nacional de Policía informó que hay dos rutas cortadas en distintos tr amos: la Ruta 27 a la altur a del kilómetr o 5,500, en el par aje Chalet El Gato (River a), y, en Bella Unión,  la Ruta 30 en el kilómetr o 96 (Arr o yo T r es Cruces), en el kilómetr o 61 (Cañada de La Quinta), y en el kilómetr o 60 (Arr o yo Cuar",Admin,24/07/2020,75,"14,00%",,DOCUMENT
941,efectos,inundación, Sigue advertencia por lluvias y tormentas. Hay 1127 desplazados por inundaciones,"La Dir ección Nacional de Policía informó que hay dos rutas cortadas en distintos tr amos: la Ruta 27 a la altur a del kilómetr o 5,500, en el par aje Chalet El Gato (River a), y, en Bella Unión,  la Ruta 30 en el kilómetr o 96 (Arr o yo T r es Cruces), en el kilómetr o 61 (Cañada de La Quinta), y en el kilómetr o 60 (Arr o yo Cuar ó",Admin,24/07/2020,76,"14,20%",,DOCUMENT
942,eventos meteorológicos,lluvia, Sigue advertencia por lluvias y tormentas. Hay 1127 desplazados por inundaciones,"La Dir ección Nacional de Policía informó que hay dos rutas cortadas en distintos tr amos: la Ruta 27 a la altur a del kilómetr o 5,500, en el par aje Chalet El Gato (River a), y, en Bella Unión,  la Ruta 30 en el kilómetr o 96 (Arr o yo T r es Cruces), en el kilómetr o 61 (Cañada de La Quinta), y en el kilómetr o 60 (Arr o yo Cuar ó).",Admin,24/07/2020,76,"14,20%",,DOCUMENT
943,Actores,SINAE, Tres rutas permanecen cortadas; disminuyó número de evacuados,"Según los últimos datos del Sinae, disminuyó a cinco el númer o de personas e vacuadas por tormentas en el interior del país. T r es rutas nacionales permanecen cortadas por las lluvias, que continuar án hasta el miér coles en gr an parte del país, según Inumet.",Admin,24/07/2020,48,"10,70%",,DOCUMENT
944,efectos,evacuados, Tres rutas permanecen cortadas; disminuyó número de evacuados,"En su r eporte de este domingo el Sinae da cuenta de que siete personas, en T r einta y T r es, r egr esar on a sus viviendas por lo que el númer o de e vacuados por los r ecientes e",Admin,24/07/2020,44,"9,80%",,DOCUMENT
945,efectos,inundación, Tres rutas permanecen cortadas; disminuyó número de evacuados,"En su r eporte de este domingo el Sinae da cuenta de que siete personas, en T r einta y T r es, r egr esar on a sus viviendas por lo que el númer o de e vacuados por los r ecientes e ventos meteor ológicos quedó en cinco",Admin,24/07/2020,50,"11,10%",,DOCUMENT
946,efectos,rutas cortadas, Tres rutas permanecen cortadas; disminuyó número de evacuados,"Según el último r eporte de la Dir ección Nacional de Policía Caminer a permanece cortada la ruta 61 a la altur a del km 21 en  Picada Beníte z, la ruta 97 a la altur a del km 234 en Paso Albertario (ambas en el departamento de Colonia) y la ruta 14 a la altur a del km 81 en Paso Lugo, Flor es.",Admin,24/07/2020,65,"14,50%",,DOCUMENT
947,efectos,corte de luz eléctrica, UTE informó de daños en red eléctrica de distribución por causa de tormentas,"Hay 12 e vacuados por intensas tormentas: siete en T r einta y T r es y cinco en Colonia. Además, el Sinae informó sobr e rutas cortadas y daños en la r ed eléctrica de distribución de todo el país. UTE lle va r egistr ados un total de 8.500 r ecla",Admin,24/07/2020,54,"14,40%",,DOCUMENT
948,efectos,rutas cortadas, UTE informó de daños en red eléctrica de distribución por causa de tormentas,"Hay 12 e vacuados por intensas tormentas: siete en T r einta y T r es y cinco en Colonia. Además, el Sinae informó sobr e rutas cortadas y daños en la r ed eléctrica de distribución de todo el país. UTE lle va r egistr ados un total de 8.500 r eclamos",Admin,24/07/2020,54,"14,40%",,DOCUMENT
949,efectos,evacuados, UTE informó de daños en red eléctrica de distribución por causa de tormentas,"Hay 12 e vacuados por intensas tormentas: siete en T r einta y T r es y cinco en Colonia. Además, el Sinae informó sobr e rutas cortadas y daños en la r ed eléctrica de distribución de todo el país. UTE lle va r egistr ados un total de 8.500 r eclamos.",Admin,24/07/2020,54,"14,40%",,DOCUMENT
950,eventos meteorológicos,tormenta, UTE informó de daños en red eléctrica de distribución por causa de tormentas,"Hay 12 e vacuados por intensas tormentas: siete en T r einta y T r es y cinco en Colonia. Además, el Sinae informó sobr e rutas cortadas y daños en la r ed eléctrica de distribución de todo el país. UTE lle va r egistr ados un total de 8.500 r eclamos.",Admin,24/07/2020,54,"14,40%",,DOCUMENT
951,Actores,UTE, UTE informó de daños en red eléctrica de distribución por causa de tormentas,"Los fuertes vientos vinculados al fenómeno meteor ológico que sacude Uruguay ocasionar on daños en la r ed eléctrica de distribución, según informó UTE.",Admin,24/07/2020,24,"6,40%",,DOCUMENT
952,eventos meteorológicos,viento, UTE informó de daños en red eléctrica de distribución por causa de tormentas,"Los fuertes vientos vinculados al fenómeno meteor ológico que sacude Uruguay ocasionar on daños en la r ed eléctrica de distribución, según informó UTE.",Admin,24/07/2020,24,"6,40%",,DOCUMENT
953,efectos,inundación," 40 evacuados en Dolores, tras lluvias del domingo","? 40 evacuados en Dolores, tras lluvias del doming",Admin,29/4/2020,8,"4,00%",,DOCUMENT
954,efectos,evacuados," 40 evacuados en Dolores, tras lluvias del domingo","? 40 evacuados en Dolores, tras lluvias del domingo",Admin,29/4/2020,8,"4,00%",,DOCUMENT
955,eventos meteorológicos,lluvia," 40 evacuados en Dolores, tras lluvias del domingo","? 40 evacuados en Dolores, tras lluvias del domingo",Admin,29/4/2020,8,"4,00%",,DOCUMENT
956,efectos,evacuados," 40 evacuados en Dolores, tras lluvias del domingo","Cavani en Napoli: “Era una máquina. Acababa la práctica y corría una hora” 40 evacuados en Dolores, tras lluvias del domingo",Admin,29/4/2020,21,"10,60%",,DOCUMENT
957,eventos meteorológicos,lluvia," 40 evacuados en Dolores, tras lluvias del domingo","Cavani en Napoli: “Era una máquina. Acababa la práctica y corría una hora” 40 evacuados en Dolores, tras lluvias del domingo",Admin,29/4/2020,21,"10,60%",,DOCUMENT
958,eventos meteorológicos,lluvia," 40 evacuados en Dolores, tras lluvias del domingo","-23 40 evacuados en Dolores, tras lluvias del domingo",Admin,29/4/2020,9,"4,50%",,DOCUMENT
959,efectos,evacuados," 40 evacuados en Dolores, tras lluvias del domingo","-23 40 evacuados en Dolores, tras lluvias del domingo",Admin,29/4/2020,9,"4,50%",,DOCUMENT
960,efectos,evacuados," 40 evacuados en Dolores, tras lluvias del domingo","+15 0 15 40 evacuados en Dolores, tras lluvias del domingo",Admin,29/4/2020,11,"5,60%",,DOCUMENT
961,eventos meteorológicos,lluvia," 40 evacuados en Dolores, tras lluvias del domingo","+15 0 15 40 evacuados en Dolores, tras lluvias del domingo",Admin,29/4/2020,11,"5,60%",,DOCUMENT
962,eventos meteorológicos,viento, Alerta amarilla desde medianoche por tormentas intensas - ECOS UY,"Según explicó el Instituto Uruguayo de Meteorología (Inumet), ""los departamentos comprendidos en la franja costera del país se encuentran afectados por una masa de aire cálida, húmeda e inestable que generarán tormentas puntualmente intensas con actividad eléctrica, ocasionales granizadas, rachas de viento entre 60 - 75 km/h, y precipitaciones abundantes (20 - 50 mm).",Admin,29/4/2020,53,"23,20%",,DOCUMENT
963,eventos meteorológicos,tormenta, Alerta amarilla desde medianoche por tormentas intensas - ECOS UY,"Según explicó el Instituto Uruguayo de Meteorología (Inumet), ""los departamentos comprendidos en la franja costera del país se encuentran afectados por una masa de aire cálida, húmeda e inestable que generarán tormentas puntualmente intensas con actividad eléctrica, ocasionales granizadas, rachas de viento entre 60 - 75 km/h, y precipitaciones abundantes (20 - 50 mm).",Admin,29/4/2020,53,"23,20%",,DOCUMENT
964,efectos,inundación, Alerta naranja por lluvias y tormentas en el norte_ hay 33 desplazados - ECOS UY,? norte; hay 33 desplazados,Admin,29/4/2020,4,"1,50%",,DOCUMENT
965,efectos,evacuados, Alerta naranja por lluvias y tormentas en el norte_ hay 33 desplazados - ECOS UY,? norte; hay 33 desplazados,Admin,29/4/2020,4,"1,50%",,DOCUMENT
966,efectos,evacuados, Alerta naranja por lluvias y tormentas en el norte_ hay 33 desplazados - ECOS UY,Alerta naranja por lluvias y tormentas en el norte; hay 33 desplazados -.,Admin,29/4/2020,12,"4,60%",,DOCUMENT
967,eventos meteorológicos,lluvia, Alerta naranja por lluvias y tormentas en el norte_ hay 33 desplazados - ECOS UY,Alerta naranja por lluvias y tormentas en el norte; hay 33 desplazados -..,Admin,29/4/2020,12,"4,60%",,DOCUMENT
968,eventos meteorológicos,tormenta, Alerta naranja por lluvias y tormentas en el norte_ hay 33 desplazados - ECOS UY,Alerta naranja por lluvias y tormentas en el norte; hay 33 desplazados -...,Admin,29/4/2020,12,"4,60%",,DOCUMENT
969,efectos,inundación, Alerta naranja por lluvias y tormentas en el norte_ hay 33 desplazados - ECOS UY,Alerta naranja por lluvias y tormentas en el norte; hay 33 desplazados -...,Admin,29/4/2020,12,"4,60%",,DOCUMENT
970,respuestas,ayuda damnificados, Alerta naranja por lluvias y tormentas en el norte_ hay 33 desplazados - ECOS UY,Nacional de Emergencias de Uruguay (Sinae).,Admin,29/4/2020,6,"2,30%",,DOCUMENT
971,efectos,rutas cortadas, Aumentó cifra de evacuados a 12.058_ Dolores sigue padeciendo - ECOS UY,Aumentó cifra de evacuados a 12.058; Dolores sigue padeciendo - ECOS UY desplazadas aumentó sustancialmente. Rutas siguen cortadas.,Admin,29/4/2020,18,"15,40%",,DOCUMENT
972,efectos,evacuados, Aumentó cifra de evacuados a 12.058_ Dolores sigue padeciendo - ECOS UY,Aumentó cifra de evacuados a 12.058; Dolores sigue padeciendo - ECOS UY desplazadas aumentó sustancialmente. Rutas siguen cortadas.,Admin,29/4/2020,18,"15,40%",,DOCUMENT
973,efectos,inundación, Aumentó cifra de evacuados a 12.058_ Dolores sigue padeciendo - ECOS UY,"El último informe del Sistema Nacional de Emergencia (Sinae), actualizado hoy, sitúa en 12.058 el número de personas desplazadas en 18 departemntos del país. De este total, aclaran las autoridades del Sinae, 2.826 son evacuados y 9.232 son autoevacuados.",Admin,29/4/2020,42,"35,90%",,DOCUMENT
974,efectos,evacuados, Aumentó cifra de evacuados a 12.058_ Dolores sigue padeciendo - ECOS UY,"El último informe del Sistema Nacional de Emergencia (Sinae), actualizado hoy, sitúa en 12.058 el número de personas desplazadas en 18 departemntos del país. De este total, aclaran las autoridades del Sinae, 2.826 son evacuados y 9.232 son autoevacuados.",Admin,29/4/2020,42,"35,90%",,DOCUMENT
975,efectos,inundación, Aumentó cifra de evacuados a 12.058_ Dolores sigue padeciendo - ECOS UY,"Los departamentos más afectados son Durazno (3359 desplazados), Treinta y",Admin,29/4/2020,10,"8,50%",,DOCUMENT
976,efectos,evacuados, Aumentó cifra de evacuados a 12.058_ Dolores sigue padeciendo - ECOS UY,"Los departamentos más afectados son Durazno (3359 desplazados), Treinta y",Admin,29/4/2020,10,"8,50%",,DOCUMENT
977,eventos meteorológicos,tornado, Ejército Nacional colabora con damnificados por el tornado,Ejército Nacional colabora con damnificados por el tornad,Admin,29/4/2020,8,"2,10%",,DOCUMENT
978,Actores,Ejército, Ejército Nacional colabora con damnificados por el tornado,Ejército Nacional colabora con damnificados por el tornado,Admin,29/4/2020,8,"2,10%",,DOCUMENT
979,respuestas,ayuda damnificados, Ejército Nacional colabora con damnificados por el tornado,Ejército Nacional colabora con damnificados por el tornado,Admin,29/4/2020,8,"2,10%",,DOCUMENT
980,respuestas,ayuda damnificados," Está en marcha una intensa campaña de solidaridad con las personas damnificadas por el tornado en Dolores - Noticias Uruguay, LARED21 Diario Digital",Hay quienes se están haciendo los osos con la ayuda a los evacuados: La Asociación Rural; la Cámara de la Construcción; las cadenas de supermercados y alguna más. Todavía están a tiempo para no hacer papelone,Admin,29/4/2020,36,"25,70%",,DOCUMENT
981,efectos,evacuados," Está en marcha una intensa campaña de solidaridad con las personas damnificadas por el tornado en Dolores - Noticias Uruguay, LARED21 Diario Digital",Hay quienes se están haciendo los osos con la ayuda a los evacuados: La Asociación Rural; la Cámara de la Construcción; las cadenas de supermercados y alguna más. Todavía están a tiempo para no hacer papelones,Admin,29/4/2020,36,"25,70%",,DOCUMENT
982,efectos,destrozos," Está en marcha una intensa campaña de solidaridad con las personas damnificadas por el tornado en Dolores - Noticias Uruguay, LARED21 Diario Digital","COSTA AZUL fue casi tragada en su totalidad, por las cañadas, y demas... que jamas se preocuparon por arreglar, y tenemos cientos de evacuados y casas derruidas, otras casi ahi,",Admin,29/4/2020,30,"21,40%",,DOCUMENT
983,efectos,evacuados," Está en marcha una intensa campaña de solidaridad con las personas damnificadas por el tornado en Dolores - Noticias Uruguay, LARED21 Diario Digital","COSTA AZUL fue casi tragada en su totalidad, por las cañadas, y demas... que jamas se preocuparon por arreglar, y tenemos cientos de evacuados y casas derruidas, otras casi ahi,",Admin,29/4/2020,30,"21,40%",,DOCUMENT
984,respuestas,ayuda damnificados, Estado de emergencia por tornado en Dolores - ECOS UY,Nacional de Emergencias (Sinae),Admin,29/4/2020,4,"1,70%",,DOCUMENT
985,respuestas,ayuda damnificados, Estado de emergencia por tornado en Dolores - ECOS UY,Nacional de Emergencias (Sinae).,Admin,29/4/2020,4,"1,70%",,DOCUMENT
986,eventos meteorológicos,lluvia, h,?Fin de semana lluvioso y con rachas de viento de hasta 70 km/h,Admin,29/4/2020,14,"3,90%",,DOCUMENT
987,eventos meteorológicos,viento, h,?Fin de semana lluvioso y con rachas de viento de hasta 70 km/h,Admin,29/4/2020,14,"3,90%",,DOCUMENT
988,efectos,inundación, Lluvias encienden alerta en zonas afectadas de San Carlos - ECOS UY,"“Se inundó alguna zona pero ya está bajando el agua y no hay afectaciones graves que lamentar”, dijo el secretario general de la Intendencia de Maldonado,",Admin,29/4/2020,26,"11,80%",,DOCUMENT
989,eventos meteorológicos,lluvia, Lluvias encienden alerta en zonas afectadas de San Carlos - ECOS UY,", y tienen a disposición edificios públicos ante la posibilidad de que haya evacuados, situación que aún no se registró.",Admin,29/4/2020,19,"8,60%",,DOCUMENT
990,respuestas,ayuda damnificados, Lluvias encienden alerta en zonas afectadas de San Carlos - ECOS UY,", y tienen a disposición edificios públicos ante la posibilidad de que haya evacuados, situación que aún no se registró.",Admin,29/4/2020,19,"8,60%",,DOCUMENT
991,efectos,evacuados, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"Intendencia de Maldonado junto a otra del Sunca, alrededor de 100 personas.",Admin,29/4/2020,12,"4,80%",,DOCUMENT
992,efectos,inundación, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"Intendencia de Maldonado junto a otra del Sunca, alrededor de 100 personas.",Admin,29/4/2020,12,"4,80%",,DOCUMENT
993,Actores,Ejército, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"A su vez, personal del Ejército y Bomberos coopera en las tareas de limpieza",Admin,29/4/2020,14,"5,60%",,DOCUMENT
994,respuestas,soluciones ciudad, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"A su vez, personal del Ejército y Bomberos coopera en las tareas de limpieza.",Admin,29/4/2020,14,"5,60%",,DOCUMENT
995,eventos meteorológicos,tornado, Maldonado y Melo inician reconstrucción tras temporal - ECOS UY,"A su vez, personal del Ejército y Bomberos coopera en las tareas de limpieza.",Admin,29/4/2020,14,"5,60%",,DOCUMENT
