,Category,Code,Case,Text,Coder,Date,Words,% Words,Comment,Variable
458,respuestas,soluciones ciudad, Vázquez analiza tema inundaciones_98084,?Vázquez analiza tema inundaciones,Admin,1/6/2020,4,"1,20%",,DOCUMENT
459,efectos,inundación, Vázquez analiza tema inundaciones_98084,?Vázquez analiza tema inundaciones,Admin,1/6/2020,4,"1,20%",,DOCUMENT
460,eventos meteorológicos,tormenta, Advertencia sobre _tormentas fuertes_103256,"?Advertencia sobre ""tormentas fuertes""",Admin,22/5/2020,4,"1,30%",,DOCUMENT
461,eventos meteorológicos,tormenta, Consecuencias de la fuerte tormenta en Montevideo,?Consecuencias de la fuerte tormenta en,Admin,22/5/2020,6,"2,10%",,DOCUMENT
462,efectos,evacuados, Durazno y Soriano comprometidos por inundaciones,?Durazno y Soriano comprometidos por inundacione,Admin,22/5/2020,6,"1,70%",,DOCUMENT
463,efectos,inundación, Durazno y Soriano comprometidos por inundaciones,?Durazno y Soriano comprometidos por inundaciones,Admin,22/5/2020,6,"1,70%",,DOCUMENT
464,eventos meteorológicos,lluvia, Durazno y Soriano comprometidos por inundaciones,?Durazno y Soriano comprometidos por inundaciones,Admin,22/5/2020,6,"1,70%",,DOCUMENT
465,eventos meteorológicos,lluvia, Evacuados por rápida crecida del Santa Lucía,?Evacuados por rápida crecida del Santa Lucí,Admin,22/5/2020,7,"2,20%",,DOCUMENT
466,efectos,evacuados, Evacuados por rápida crecida del Santa Lucía,?Evacuados por rápida crecida del Santa Lucía,Admin,22/5/2020,7,"2,20%",,DOCUMENT
467,efectos,inundación, Evacuados por rápida crecida del Santa Lucía,?Evacuados por rápida crecida del Santa Lucía,Admin,22/5/2020,7,"2,20%",,DOCUMENT
468,eventos meteorológicos,tormenta, Evacuados por rápida crecida del Santa Lucía,Advertencias naranja y amarilla para buena parte del país por tormentas fuertes,Admin,22/5/2020,12,"3,70%",,DOCUMENT
469,respuestas,ayuda damnificados, Evacuados regresan a sus hogares,?Evacuados regresan a sus hogare,Admin,22/5/2020,5,"1,60%",,DOCUMENT
470,efectos,evacuados, Evacuados regresan a sus hogares,?Evacuados regresan a sus hogares,Admin,22/5/2020,5,"1,60%",,DOCUMENT
471,efectos,inundación, Evacuados regresan a sus hogares,?Evacuados regresan a sus hogares,Admin,22/5/2020,5,"1,60%",,DOCUMENT
472,respuestas,ayuda damnificados, Evacuados regresan a sus hogares_102629,?Evacuados regresan a sus hogare,Admin,22/5/2020,5,"1,60%",,DOCUMENT
473,efectos,evacuados, Evacuados regresan a sus hogares_102629,?Evacuados regresan a sus hogares,Admin,22/5/2020,5,"1,60%",,DOCUMENT
474,efectos,inundación, Evacuados regresan a sus hogares_102629,?Evacuados regresan a sus hogares,Admin,22/5/2020,5,"1,60%",,DOCUMENT
475,eventos meteorológicos,lluvia, Fin de semana con precipitaciones y tormentas_110308,?Fin de semana con precipitaciones y tormentas,Admin,22/5/2020,7,"2,20%",,DOCUMENT
476,eventos meteorológicos,tormenta, Fin de semana con precipitaciones y tormentas_110308,?Fin de semana con precipitaciones y tormentas,Admin,22/5/2020,7,"2,20%",,DOCUMENT
477,efectos,evacuados, Hay 5617 evacuados en todo el país,?Hay 5617 evacuados en todo el paí,Admin,22/5/2020,7,"2,10%",,DOCUMENT
478,efectos,inundación, Hay 5617 evacuados en todo el país,?Hay 5617 evacuados en todo el país,Admin,22/5/2020,7,"2,10%",,DOCUMENT
479,eventos meteorológicos,lluvia, Hay 5617 evacuados en todo el país,?Hay 5617 evacuados en todo el país,Admin,22/5/2020,7,"2,10%",,DOCUMENT
480,efectos,inundación, Hay 7351 evacuados,?Hay 7351 evacuado,Admin,22/5/2020,3,"1,00%",,DOCUMENT
481,efectos,evacuados, Hay 7351 evacuados,?Hay 7351 evacuados,Admin,22/5/2020,3,"1,00%",,DOCUMENT
482,eventos meteorológicos,lluvia, Hay 7351 evacuados,?Hay 7351 evacuados,Admin,22/5/2020,3,"1,00%",,DOCUMENT
483,eventos meteorológicos,lluvia, Hay casi 4000 evacuados en todo el país,?Hay casi 4000 evacuados en todo el paí,Admin,22/5/2020,8,"2,40%",,DOCUMENT
484,efectos,evacuados, Hay casi 4000 evacuados en todo el país,?Hay casi 4000 evacuados en todo el país,Admin,22/5/2020,8,"2,40%",,DOCUMENT
485,efectos,inundación, Hay casi 4000 evacuados en todo el país,?Hay casi 4000 evacuados en todo el país,Admin,22/5/2020,8,"2,40%",,DOCUMENT
486,eventos meteorológicos,lluvia, Intendencias alerta por lluvias,?Intendencias alerta por lluvias,Admin,22/5/2020,4,"1,40%",,DOCUMENT
487,eventos meteorológicos,lluvia, Lluvias complican panorama en el litoral,?Lluvias complican panorama en el litoral,Admin,22/5/2020,6,"2,10%",,DOCUMENT
488,eventos meteorológicos,lluvia, Lluvias intensan en el país_100236,?Lluvias intensan en el país,Admin,22/5/2020,5,"1,60%",,DOCUMENT
489,eventos meteorológicos,lluvia, Meteorología_ fin de semana con lluvias y tormentas,?Meteorología: fin de semana con lluvias y tormentas,Admin,22/5/2020,8,"2,30%",,DOCUMENT
490,eventos meteorológicos,tormenta, Meteorología_ fin de semana con lluvias y tormentas,?Meteorología: fin de semana con lluvias y tormentas,Admin,22/5/2020,8,"2,30%",,DOCUMENT
491,eventos meteorológicos,lluvia, Meteorología_ fin de semana con lluvias y tormentas,?Meteorología: fin de semana con lluvias y tormentas,Admin,22/5/2020,8,"2,30%",,DOCUMENT
492,efectos,inundación, Soriano en alerta por inundaciones,?Soriano en alerta por inundaciones,Admin,22/5/2020,5,"1,70%",,DOCUMENT
493,eventos meteorológicos,lluvia, Soriano en alerta por inundaciones,?Soriano en alerta por inundaciones,Admin,22/5/2020,5,"1,70%",,DOCUMENT
494,eventos meteorológicos,lluvia, Tendremos lluvias hasta el martes,?Tendremos lluvias hasta el martes,Admin,22/5/2020,5,"1,60%",,DOCUMENT
495,eventos meteorológicos,tormenta, Advertencia meteorológica_124067,Advertencias naranja y amarilla para buena parte del país por tormentas fuertes,Admin,22/5/2020,12,"4,20%",,DOCUMENT
496,efectos,destrozos, Cayó una columna en el Centro por el viento,?Cayó una columna en el Centro por el viento,Admin,22/5/2020,9,"2,90%",,DOCUMENT
497,eventos meteorológicos,viento, Cayó una columna en el Centro por el viento,?Cayó una columna en el Centro por el viento,Admin,22/5/2020,9,"2,90%",,DOCUMENT
498,efectos,árboles caídos, El viento dejó 40 árboles caídos en Montevideo,?El viento dejó 40 árboles caídos en Montevideo,Admin,22/5/2020,8,"2,50%",,DOCUMENT
499,eventos meteorológicos,viento, El viento dejó 40 árboles caídos en Montevideo,?El viento dejó 40 árboles caídos en Montevideo,Admin,22/5/2020,8,"2,50%",,DOCUMENT
500,eventos meteorológicos,viento, El viento dejó 40 árboles caídos en Montevideo_119388,?El viento dejó 40 árboles caídos en Montevideo,Admin,22/5/2020,8,"2,50%",,DOCUMENT
501,efectos,árboles caídos, El viento dejó 40 árboles caídos en Montevideo_119388,?El viento dejó 40 árboles caídos en Montevideo,Admin,22/5/2020,8,"2,50%",,DOCUMENT
502,eventos meteorológicos,tormenta, Elevan advertencia a color naranja,Advertencias naranja y amarilla para buena parte del país por tormentas fuertes,Admin,22/5/2020,12,"4,50%",,DOCUMENT
503,respuestas,ayuda damnificados, Evacuados_ comienza retorno a sus hogares,?Evacuados: comienza retorno a sus hogare,Admin,22/5/2020,6,"2,00%",,DOCUMENT
504,efectos,inundación, Evacuados_ comienza retorno a sus hogares,?Evacuados: comienza retorno a sus hogares,Admin,22/5/2020,6,"2,00%",,DOCUMENT
505,efectos,evacuados, Evacuados_ comienza retorno a sus hogares,?Evacuados: comienza retorno a sus hogares,Admin,22/5/2020,6,"2,00%",,DOCUMENT
506,efectos,inundación, Evacuados_ se normaliza la situación en Santa Lucia y 25 de Agosto,?Evacuados: se normaliza la situación en Sant,Admin,22/5/2020,7,"2,10%",,DOCUMENT
507,efectos,evacuados, Evacuados_ se normaliza la situación en Santa Lucia y 25 de Agosto,?Evacuados: se normaliza la situación en Santa,Admin,22/5/2020,7,"2,10%",,DOCUMENT
508,respuestas,ayuda damnificados, Evacuados_ se normaliza la situación en Santa Lucia y 25 de Agosto,?Evacuados: se normaliza la situación en Santa,Admin,22/5/2020,7,"2,10%",,DOCUMENT
509,eventos meteorológicos,lluvia, Fin de semana con lluvias_115008,?Fin de semana con lluvias,Admin,22/5/2020,5,"1,60%",,DOCUMENT
510,eventos meteorológicos,lluvia, Lluvias abundantes en Montevideo_114648,?Lluvias abundantes en Montevideo,Admin,22/5/2020,4,"1,10%",,DOCUMENT
511,eventos meteorológicos,tormenta, Lluvias y tormentas aisladas para miércoles y jueves_121717,?Lluvias y tormentas aisladas para miércoles y jueves,Admin,22/5/2020,8,"2,30%",,DOCUMENT
512,eventos meteorológicos,tormenta, Lluvias y tormentas aisladas para miércoles y jueves_121717,?Lluvias y tormentas aisladas para miércoles y jueves,Admin,22/5/2020,8,"2,30%",,DOCUMENT
513,eventos meteorológicos,lluvia, Lluvias y tormentas aisladas para miércoles y jueves_121717,?Lluvias y tormentas aisladas para miércoles y jueves,Admin,22/5/2020,8,"2,30%",,DOCUMENT
514,eventos meteorológicos,viento, Meteorología anuncia riesgo de nivel _amarillo_ por vientos fuertes,por vientos fuertes,Admin,22/5/2020,3,"0,90%",,DOCUMENT
515,eventos meteorológicos,lluvia, Meteorología pronostica lluvias y tormentas para el martes_121119,?Meteorología pronostica lluvias y tormentas para el martes,Admin,22/5/2020,8,"2,20%",,DOCUMENT
516,eventos meteorológicos,tormenta, Meteorología pronostica lluvias y tormentas para el martes_121119,?Meteorología pronostica lluvias y tormentas para el martes,Admin,22/5/2020,8,"2,20%",,DOCUMENT
517,eventos meteorológicos,tormenta, Meteorología pronostica un lunes lluvioso_123958,Advertencias naranja y amarilla para buena parte del país por tormentas fuertes,Admin,22/5/2020,12,"4,50%",,DOCUMENT
518,eventos meteorológicos,tormenta, Meteorología_ _tormentas intensas_125731,"?Meteorología: ""tormentas intensas""",Admin,22/5/2020,3,"1,10%",,DOCUMENT
519,eventos meteorológicos,lluvia, Meteorología_ fin de semana con lluvias_112866,?Meteorología: fin de semana con lluvias,Admin,22/5/2020,6,"1,80%",,DOCUMENT
520,eventos meteorológicos,ola de frío, Meteorología_ frío y lluvias para el fin de semana_115297,?Meteorología: frío y lluvias para el fin de semana,Admin,22/5/2020,9,"2,50%",,DOCUMENT
521,eventos meteorológicos,lluvia, Meteorología_ frío y lluvias para el fin de semana_115297,?Meteorología: frío y lluvias para el fin de semana,Admin,22/5/2020,9,"2,50%",,DOCUMENT
522,eventos meteorológicos,lluvia, Meteorología_ pronostica lluvias entre lunes y miércoles_113712,?Meteorología: pronostica lluvias entre lunes y miércoles,Admin,22/5/2020,7,"2,20%",,DOCUMENT
523,eventos meteorológicos,tormenta, Meteorología_ tormentas para el viernes,?Meteorología: tormentas para el viernes,Admin,22/5/2020,5,"1,60%",,DOCUMENT
524,eventos meteorológicos,tormenta, Nivel amarillo por tormentas. Primavera entra el jueves a las 00_09_120582,?Nivel amarillo por tormentas. Primavera entra el jueves a las 00:09,Admin,22/5/2020,12,"3,40%",,DOCUMENT
525,eventos meteorológicos,tormenta, Tormentas para el fin de semana,?Tormentas para el fin de semana,Admin,22/5/2020,6,"2,00%",,DOCUMENT
526,efectos,inundación, Un muerto y un desaparecido por lluvias,?Un muerto y un desaparecido por lluvias,Admin,22/5/2020,7,"1,60%",,DOCUMENT
527,eventos meteorológicos,lluvia, Un muerto y un desaparecido por lluvias,?Un muerto y un desaparecido por lluvias,Admin,22/5/2020,7,"1,60%",,DOCUMENT
528,eventos meteorológicos,tormenta, Viernes_ pronóstico de tormentas,?Viernes: pronóstico de tormentas,Admin,22/5/2020,4,"1,20%",,DOCUMENT
529,eventos meteorológicos,tormenta, Alerta naranja por fuertes tormentas,?Alerta naranja por fuertes tormentas,Admin,22/5/2020,5,"1,70%",,DOCUMENT
530,eventos meteorológicos,tormenta, Alerta naranja por fuertes tormentas,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,40%",,DOCUMENT
531,eventos meteorológicos,viento, Destrozos en Artigas por temporal,Pou participó del acto por el 209 aniversario del Ejército 4 nohaydosintres,Admin,22/5/2020,12,"9,40%",,DOCUMENT
532,eventos meteorológicos,lluvia, Destrozos en Artigas por temporal,Pou participó del acto por el 209 aniversario del Ejército 4 nohaydosintres,Admin,22/5/2020,12,"9,40%",,DOCUMENT
533,eventos meteorológicos,ola de frío, Entre la ola de frío y las cenizas,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,00%",,DOCUMENT
534,eventos meteorológicos,viento, Meteorología_ _vientos muy fuertes_,"?Meteorología: ""vientos muy fuertes""",Admin,22/5/2020,4,"1,40%",,DOCUMENT
535,eventos meteorológicos,lluvia, Meteorología_ lluvias en norte y este_130601,?Meteorología: lluvias en norte y este,Admin,22/5/2020,6,"1,90%",,DOCUMENT
536,eventos meteorológicos,lluvia, Meteorología_ lluvias entre jueves y sábado_136333,?Meteorología: lluvias entre jueves y sábado,Admin,22/5/2020,6,"1,90%",,DOCUMENT
537,eventos meteorológicos,lluvia, Meteorología_ lluvias hasta el sábado_132137,?Meteorología: lluvias hasta el sábado,Admin,22/5/2020,5,"1,70%",,DOCUMENT
538,eventos meteorológicos,lluvia, Meteorología_ lluvias hasta el sábado_134089,?Meteorología: lluvias hasta el sábado,Admin,22/5/2020,5,"1,60%",,DOCUMENT
539,eventos meteorológicos,lluvia, Meteorología_ lluvias jueves y viernes_128322,?Meteorología: lluvias jueves y viernes,Admin,22/5/2020,5,"1,80%",,DOCUMENT
540,eventos meteorológicos,lluvia, Meteorología_ lluvias miércoles y jueves_133992,?Meteorología: lluvias miércoles y jueves,Admin,22/5/2020,5,"1,60%",,DOCUMENT
541,eventos meteorológicos,lluvia, Meteorología_ lluvias para el sábado_131595,?Meteorología: lluvias para el sábado,Admin,22/5/2020,5,"1,60%",,DOCUMENT
542,eventos meteorológicos,lluvia, Meteorología_ lluvias para martes y miércoles_127946,?Meteorología: lluvias para martes y miércoles,Admin,22/5/2020,6,"1,80%",,DOCUMENT
543,eventos meteorológicos,tormenta, Meteorología_ tormentas hacia la noche_135729,?Meteorología: tormentas hacia la noche,Admin,22/5/2020,5,"1,70%",,DOCUMENT
544,efectos,evacuados, Podrían evacuar familias por lluvias_130220,?Podrían evacuar familias por lluvias,Admin,22/5/2020,5,"1,40%",,DOCUMENT
545,eventos meteorológicos,lluvia, Podrían evacuar familias por lluvias_130220,?Podrían evacuar familias por lluvias,Admin,22/5/2020,5,"1,40%",,DOCUMENT
546,eventos meteorológicos,lluvia, Precauciones por posible temporal,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,30%",,DOCUMENT
547,eventos meteorológicos,viento, Precauciones por posible temporal,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,30%",,DOCUMENT
548,eventos meteorológicos,viento, Se inicia reconstrucción tras turbonada_129225,?Se inicia reconstrucción tras turbonada,Admin,22/5/2020,5,"1,80%",,DOCUMENT
549,eventos meteorológicos,lluvia, Tormentas y lluvias abundantes_136302,?Tormentas y lluvias abundantes,Admin,22/5/2020,4,"1,30%",,DOCUMENT
550,eventos meteorológicos,tormenta, Tormentas y lluvias abundantes_136302,?Tormentas y lluvias abundantes,Admin,22/5/2020,4,"1,30%",,DOCUMENT
551,eventos meteorológicos,viento, Turbonada en Cerro Largo y Treinta y Tres_128644,?Turbonada en Cerro Largo y Treinta y Tres,Admin,22/5/2020,8,"2,20%",,DOCUMENT
552,eventos meteorológicos,lluvia, Turbonada en Cerro Largo y Treinta y Tres_128644,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"2,80%",,DOCUMENT
553,eventos meteorológicos,viento, Turbonada en Cerro Largo y Treinta y Tres_128644,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"2,80%",,DOCUMENT
554,eventos meteorológicos,ola de frío, 30 indigentes trasladados el martes_142287,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"2,60%",,DOCUMENT
555,efectos,evacuados, 30 indigentes trasladados el martes_142287,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"2,60%",,DOCUMENT
556,eventos meteorológicos,ola de frío, Alerta Amarilla por frío_142369,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,50%",,DOCUMENT
557,eventos meteorológicos,lluvia, Alerta Amarilla por tormentas y abundantes lluvias_143652,?Alerta Amarilla por tormentas y abundantes lluvias,Admin,22/5/2020,7,"2,10%",,DOCUMENT
558,eventos meteorológicos,tormenta, Alerta Amarilla por tormentas y abundantes lluvias_143652,?Alerta Amarilla por tormentas y abundantes lluvias,Admin,22/5/2020,7,"2,10%",,DOCUMENT
559,eventos meteorológicos,tormenta, Alerta naranja hasta hoy,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,40%",,DOCUMENT
560,eventos meteorológicos,viento, Destrozos en Artigas por temporal_150661,?Destrozos en Artigas por temporal,Admin,22/5/2020,5,"1,60%",,DOCUMENT
561,efectos,destrozos, Destrozos en Artigas por temporal_150661,?Destrozos en Artigas por temporal,Admin,22/5/2020,5,"1,60%",,DOCUMENT
562,eventos meteorológicos,viento, Destrozos en Artigas por temporal_150661,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,10%",,DOCUMENT
563,efectos,destrozos, Destrozos en Artigas por temporal_150661,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,10%",,DOCUMENT
564,Actores,SINAE, El plan del gobierno ante el frío_142147,Pou participó del acto por el 209 aniversario del Ejércit,Admin,22/5/2020,10,"3,80%",,DOCUMENT
565,respuestas,ayuda damnificados, El plan del gobierno ante el frío_142147,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,80%",,DOCUMENT
566,eventos meteorológicos,ola de frío, El plan del gobierno ante el frío_142147,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,80%",,DOCUMENT
567,efectos,rutas cortadas, Evacuados y rutas cortadas,?Evacuados y rutas cortad,Admin,22/5/2020,4,"1,20%",,DOCUMENT
568,eventos meteorológicos,lluvia, Evacuados y rutas cortadas,?Evacuados y rutas cortada,Admin,22/5/2020,4,"1,20%",,DOCUMENT
569,efectos,inundación, Evacuados y rutas cortadas,?Evacuados y rutas cortadas,Admin,22/5/2020,4,"1,20%",,DOCUMENT
570,efectos,evacuados, Evacuados y rutas cortadas,?Evacuados y rutas cortadas,Admin,22/5/2020,4,"1,20%",,DOCUMENT
571,respuestas,ayuda damnificados, Frío polar sin internaciones compulsivas,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"2,70%",,DOCUMENT
572,eventos meteorológicos,ola de frío, Frío polar sin internaciones compulsivas,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"2,70%",,DOCUMENT
573,eventos meteorológicos,viento, h este miércoles_152935,?Vientos de 100 km/h este miércoles,Admin,22/5/2020,7,"1,90%",,DOCUMENT
574,eventos meteorológicos,ola de frío, Meteorología_ fin de semana frío_142830,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,40%",,DOCUMENT
575,eventos meteorológicos,lluvia, Meteorología_ lluvias el fin de semana_151625,?Meteorología: lluvias el fin de semana,Admin,22/5/2020,6,"2,00%",,DOCUMENT
576,Actores,MIDES, MIDES abrió nuevos refugios por frios_141905,Pou participó del acto por el 209 aniversario del Ejércit,Admin,22/5/2020,10,"3,20%",,DOCUMENT
577,respuestas,ayuda damnificados, MIDES abrió nuevos refugios por frios_141905,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,20%",,DOCUMENT
578,eventos meteorológicos,ola de frío, MIDES abrió nuevos refugios por frios_141905,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,20%",,DOCUMENT
579,eventos meteorológicos,ola de frío, MIDES aumenta cupos en refugios_146400,Pou participó del acto por el 209 aniversario del Ejércit,Admin,22/5/2020,10,"3,10%",,DOCUMENT
580,respuestas,ayuda damnificados, MIDES aumenta cupos en refugios_146400,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,10%",,DOCUMENT
581,Actores,MIDES, MIDES aumenta cupos en refugios_146400,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,10%",,DOCUMENT
582,eventos meteorológicos,ola de frío, Nueva alerta Amarilla por frío y lluvias_144280,?Nueva alerta Amarilla por frío y lluvias,Admin,22/5/2020,7,"2,10%",,DOCUMENT
583,eventos meteorológicos,lluvia, Nueva alerta Amarilla por frío y lluvias_144280,?Nueva alerta Amarilla por frío y lluvias,Admin,22/5/2020,7,"2,10%",,DOCUMENT
584,eventos meteorológicos,ola de frío, Ola polar al menos hasta el viernes,Pou participó del acto por el 209 aniversario del Ejército,Admin,22/5/2020,10,"3,20%",,DOCUMENT
585,eventos meteorológicos,tormenta, Pronóstico de tormentas_150032,?Pronóstico de tormentas,Admin,22/5/2020,3,"1,10%",,DOCUMENT
586,eventos meteorológicos,ola de frío, Tormentas intensas y frío el fin de semana_142899,?Tormentas intensas y frío el fin de semana,Admin,22/5/2020,8,"2,30%",,DOCUMENT
587,eventos meteorológicos,tormenta, Tormentas intensas y frío el fin de semana_142899,?Tormentas intensas y frío el fin de semana,Admin,22/5/2020,8,"2,30%",,DOCUMENT
588,eventos meteorológicos,tormenta, Advertencia amarilla por tormentas intensas,?Advertencia amarilla por tormentas intensas,Admin,13/5/2020,5,"1,70%",,DOCUMENT
589,eventos meteorológicos,tormenta, Calor y tormentas este domingo,Calor y tormentas este domingo,Admin,13/5/2020,5,"1,50%",,DOCUMENT
590,respuestas,ayuda damnificados, Evacuados en Rocha vuelven a sus casas,?Evacuados en Rocha vuelven a sus casa,Admin,13/5/2020,7,"2,30%",,DOCUMENT
591,efectos,inundación, Evacuados en Rocha vuelven a sus casas,?Evacuados en Rocha vuelven a sus casas,Admin,13/5/2020,7,"2,30%",,DOCUMENT
592,efectos,evacuados, Evacuados en Rocha vuelven a sus casas,?Evacuados en Rocha vuelven a sus casas,Admin,13/5/2020,7,"2,30%",,DOCUMENT
593,eventos meteorológicos,tormenta, Nueva alerta amarilla por tormentas,?Nueva alerta amarilla por tormentas,Admin,13/5/2020,5,"1,70%",,DOCUMENT
594,eventos meteorológicos,tormenta, Postales de una tormenta montevideana,Postales de una tormenta montevideana,Admin,13/5/2020,5,"1,30%",,DOCUMENT
595,efectos,inundación, 100 evacuados por tormentas,? 100 evacuados por tormenta,Admin,13/5/2020,4,"1,20%",,DOCUMENT
596,eventos meteorológicos,tormenta, 100 evacuados por tormentas,? 100 evacuados por tormentas,Admin,13/5/2020,4,"1,20%",,DOCUMENT
597,efectos,evacuados, 100 evacuados por tormentas,? 100 evacuados por tormentas,Admin,13/5/2020,4,"1,20%",,DOCUMENT
598,Actores,SINAE, 100 evacuados por tormentas,SINAE recomienda extremar precauciones 100 evacuados por tormentas 100 evacuados por tormenta,Admin,13/5/2020,12,"3,60%",,DOCUMENT
599,respuestas,ayuda damnificados, 100 evacuados por tormentas,SINAE recomienda extremar precauciones 100 evacuados por tormentas 100 evacuados por tormentas,Admin,13/5/2020,12,"3,60%",,DOCUMENT
600,efectos,evacuados, 100 evacuados por tormentas,SINAE recomienda extremar precauciones 100 evacuados por tormentas 100 evacuados por tormentas,Admin,13/5/2020,12,"3,60%",,DOCUMENT
601,efectos,evacuados, 50 evacuados en Montevideo,? 50 evacuados en Montevideo,Admin,13/5/2020,4,"1,10%",,DOCUMENT
602,efectos,inundación, 50 evacuados en Montevideo,? 50 evacuados en Montevideo,Admin,13/5/2020,4,"1,10%",,DOCUMENT
603,efectos,inundación, 57 evacuados en todo el país.,? 57 evacuados en todo el país.,Admin,13/5/2020,6,"2,20%",,DOCUMENT
604,efectos,evacuados, 57 evacuados en todo el país.,? 57 evacuados en todo el país.,Admin,13/5/2020,6,"2,20%",,DOCUMENT
605,eventos meteorológicos,tormenta, Advertencia amarilla por tormentas,?Advertencia amarilla por tormentas,Admin,13/5/2020,4,"1,40%",,DOCUMENT
606,eventos meteorológicos,tormenta, Alerta Naranja por tormentas,?Alerta Naranja por tormentas,Admin,13/5/2020,4,"1,10%",,DOCUMENT
607,efectos,evacuados, Alerta Naranja por vientos y 92 evacuados,?Alerta Naranja por vientos y 92 evacuados,Admin,13/5/2020,7,"1,70%",,DOCUMENT
608,eventos meteorológicos,viento, Alerta Naranja por vientos y 92 evacuados,?Alerta Naranja por vientos y 92 evacuados,Admin,13/5/2020,7,"1,70%",,DOCUMENT
609,eventos meteorológicos,viento, Alerta por tormenta y vientos_180486,?Alerta por tormenta y vientos,Admin,13/5/2020,5,"1,40%",,DOCUMENT
610,eventos meteorológicos,tormenta, Alerta por tormenta y vientos_180486,?Alerta por tormenta y vientos,Admin,13/5/2020,5,"1,40%",,DOCUMENT
611,respuestas,ayuda damnificados, Alerta por tormenta y vientos_180486,Recomendaciones del SIN,Admin,13/5/2020,3,"0,90%",,DOCUMENT
612,eventos meteorológicos,viento, Alerta por tormenta y vientos_180486,Recomendaciones del SINA,Admin,13/5/2020,3,"0,90%",,DOCUMENT
613,eventos meteorológicos,tormenta, Alerta por tormenta y vientos_180486,Recomendaciones del SINAE,Admin,13/5/2020,3,"0,90%",,DOCUMENT
614,Actores,SINAE, Alerta por tormenta y vientos_180486,Recomendaciones del SINAE,Admin,13/5/2020,3,"0,90%",,DOCUMENT
615,eventos meteorológicos,ola de calor, Anuncian aumento de temperatura y tormentas,?Anuncian aumento de temperatura y tormentas,Admin,13/5/2020,6,"2,20%",,DOCUMENT
616,eventos meteorológicos,tormenta, Anuncian aumento de temperatura y tormentas,?Anuncian aumento de temperatura y tormentas,Admin,13/5/2020,6,"2,20%",,DOCUMENT
617,efectos,árboles caídos, Árboles caídos por el temporal,? Árboles caídos por el temporal,Admin,13/5/2020,5,"1,30%",,DOCUMENT
618,eventos meteorológicos,viento, Árboles caídos por el temporal,? Árboles caídos por el temporal,Admin,13/5/2020,5,"1,30%",,DOCUMENT
619,eventos meteorológicos,lluvia, Artigas_ sube nivel del río Cuareim,Evacuado,Admin,13/5/2020,1,"0,30%",,DOCUMENT
620,efectos,inundación, Artigas_ sube nivel del río Cuareim,Evacuados,Admin,13/5/2020,1,"0,30%",,DOCUMENT
621,efectos,evacuados, Artigas_ sube nivel del río Cuareim,Evacuados,Admin,13/5/2020,1,"0,30%",,DOCUMENT
622,efectos,rutas cortadas, Calles cortadas y árboles caídos,Calles cortadas y árboles caído,Admin,13/5/2020,5,"1,50%",,DOCUMENT
623,eventos meteorológicos,viento, Calles cortadas y árboles caídos,Calles cortadas y árboles caídos,Admin,13/5/2020,5,"1,50%",,DOCUMENT
624,efectos,árboles caídos, Calles cortadas y árboles caídos,Calles cortadas y árboles caídos,Admin,13/5/2020,5,"1,50%",,DOCUMENT
625,efectos,inundación, Casi 800 evacuados en el país,?Casi 800 evacuados en el país alerta naranja meteorológic,Admin,13/5/2020,9,"2,80%",,DOCUMENT
626,efectos,evacuados, Casi 800 evacuados en el país,?Casi 800 evacuados en el país alerta naranja meteorológica,Admin,13/5/2020,9,"2,80%",,DOCUMENT
627,eventos meteorológicos,lluvia, Casi 800 evacuados en el país,?Casi 800 evacuados en el país alerta naranja meteorológica,Admin,13/5/2020,9,"2,80%",,DOCUMENT
628,eventos meteorológicos,lluvia, Casi 800 evacuados en el país,Rutas cortadas y servicios afectado,Admin,13/5/2020,5,"1,60%",,DOCUMENT
